sigla_uf,sexo,grau_instrucao,faixa_etaria,media_salarial
MA,02,09,26-35,3659.3197758606339
MA,02,09,18-25,2583.6892930538424
MA,02,09,0-17,3879.0342805755395
MA,02,09,46-60,5819.6283044917227
MA,02,09,36-45,4904.4874038695443
MA,02,09,81+,3665.3054545454547
MA,01,10,36-45,10094.598515111697
MA,01,10,18-25,3417.75625
MA,01,10,81+,8799.9499999999989
MA,01,10,0-17,41418.475
MA,02,10,18-25,2429.2563636363634
MA,02,10,0-17,9650.1383333333324
MA,01,10,61-80,13261.450520833336
MA,02,10,26-35,5034.6786268656715
MA,02,10,61-80,11215.367000000004
MA,02,10,36-45,7488.1309727626467
MA,01,10,26-35,6308.3987184115513
MA,01,10,46-60,12063.182955465585
MA,02,10,46-60,8845.9555898566668
MA,02,11,36-45,8412.9029375000027
MA,02,11,26-35,6738.1398347107452
MA,01,11,36-45,11337.237401574805
MA,01,11,46-60,13587.042361809043
MA,02,11,61-80,9853.8527692307725
MA,01,11,0-17,620.985
MA,01,11,26-35,7878.9369105691048
MA,02,11,18-25,831.34399999999994
MA,02,11,0-17,4863.56
MA,01,11,61-80,13574.886727272728
MA,02,11,46-60,9815.1204950495085
MA,01,11,18-25,2782.1166666666668
MG,02,01,18-25,1591.459324200913
MG,01,01,81+,1548.7441176470588
MG,02,01,46-60,1820.8527960421318
MG,01,01,36-45,2095.0265270473337
MG,01,01,26-35,2122.618453556061
MG,01,01,18-25,1799.9816633105115
MG,02,01,36-45,1957.1939168190127
MG,01,01,61-80,1981.7657626310765
MG,01,01,46-60,2013.8757559681692
MG,02,01,26-35,2004.9485450346419
MG,02,01,61-80,1778.7051136363639
MG,01,01,0-17,1475.4332142857145
MG,02,01,0-17,932.92264150943379
MG,02,01,81+,1577.1499999999999
MG,01,02,36-45,2171.705359283942
MG,02,02,26-35,1585.8383595152609
MG,02,02,18-25,1405.584233048058
MG,02,02,36-45,1654.2085465583432
MG,01,02,0-17,2346.4687949640297
MG,02,02,81+,1384.1015
MG,01,02,18-25,1709.5200735551666
MG,01,02,26-35,2007.5704021749318
MG,02,02,61-80,1787.9986763307988
MG,01,02,61-80,2301.488312866768
MG,02,02,46-60,1690.712217990414
MG,01,02,46-60,2268.5525902835511
MG,01,02,81+,1948.1124358974353
MG,02,02,0-17,1227.1133870967747
MG,02,03,26-35,1584.762935074227
MG,02,03,18-25,1393.7301874455097
MG,01,03,61-80,2416.1060044058104
MG,01,03,18-25,1684.3004465065499
MG,01,03,26-35,2002.3704861899357
MG,02,03,61-80,1700.9370371412501
MG,02,03,81+,1481.7895833333332
MG,02,03,46-60,1681.2560809498109
MG,02,03,0-17,883.87619834710745
MG,01,03,46-60,2425.5507013198462
MG,01,03,36-45,2270.9888852807085
MG,01,03,0-17,1660.0269547325108
MG,02,03,36-45,1645.6688612248304
MG,01,03,81+,2334.9356097560976
MG,02,04,61-80,1796.6133261305756
MG,02,04,18-25,1345.5464715298422
MG,01,04,0-17,960.96976437800856
MG,02,04,36-45,1614.0626546593583
MG,02,04,81+,1522.4145000000003
MG,02,04,46-60,1701.9542878448917
MG,01,04,26-35,2015.6352211817878
MG,02,04,0-17,725.452391891892
MG,01,04,81+,2549.1671212121209
MG,01,04,18-25,1639.9210765600264
MG,01,04,36-45,2301.2460349176395
MG,01,04,46-60,2483.372032463596
MG,01,04,61-80,2504.4861080620221
MG,02,04,26-35,1514.9402162905894
MG,01,05,18-25,1678.1145817351435
MG,01,05,26-35,2095.3990400826269
MG,02,05,81+,1220.0536111111112
MG,02,05,26-35,1608.8637086409424
MG,02,05,18-25,1394.0336683060107
MG,01,05,36-45,2410.9742609702002
MG,02,05,36-45,1710.0657294761861
MG,02,05,0-17,908.18296597633127
MG,02,05,46-60,1784.4324418154508
MG,01,05,61-80,2542.4941478519918
MG,02,05,61-80,1881.5111795506475
MG,01,05,81+,2250.7908247422679
MG,01,05,46-60,2558.3714232127472
MG,01,05,0-17,1248.7233267716529
MG,01,06,0-17,918.547488187018
MG,01,06,26-35,2120.5419922483125
MG,01,06,81+,3883.2347222222206
MG,02,06,81+,1936.349
MG,01,06,46-60,2575.369692631049
MG,02,06,26-35,1611.91178452621
MG,01,06,36-45,2428.9482424407583
MG,01,06,18-25,1569.3802807256941
MG,02,06,46-60,1797.8849572174347
MG,02,06,18-25,1274.0901447101937
MG,02,06,61-80,1936.0307319013525
MG,02,06,0-17,824.96171055846
MG,02,06,36-45,1703.6610302664762
MG,01,06,61-80,2566.0835873587362
MG,02,07,26-35,1842.5059489076791
MG,01,07,36-45,2817.4135869903907
MG,02,07,81+,2297.615922330097
MG,01,07,26-35,2314.7892955836091
MG,02,07,46-60,2167.5592395976846
MG,01,07,46-60,2957.4156406522407
MG,02,07,61-80,2413.5031243284934
MG,01,07,0-17,1418.9779584534335
MG,01,07,61-80,2971.7417921908691
MG,01,07,81+,2892.4168663594469
MG,01,07,18-25,1710.6894824979684
MG,02,07,18-25,1504.2578264513074
MG,02,07,36-45,2034.9497408227521
MG,02,07,0-17,1146.9132533205313
MG,01,08,18-25,2330.0660502430724
MG,01,08,26-35,3395.0845393513928
MG,02,08,18-25,1891.8507190873197
MG,02,08,61-80,3581.7546148989891
MG,01,08,61-80,5546.8305346294037
MG,02,08,81+,7800.38
MG,02,08,36-45,2749.636012065203
MG,01,08,36-45,4329.4486239797234
MG,01,08,0-17,2761.1653777777769
MG,01,08,46-60,4738.1587643542543
MG,02,08,0-17,1662.5217741935485
MG,02,08,26-35,2582.4521519644891
MG,02,08,46-60,2953.808279689923
MG,01,08,81+,7727.6399999999994
MG,01,09,26-35,5068.3119190140842
MG,01,09,36-45,7508.295031472343
MG,02,09,36-45,4608.8836109764088
MG,02,09,61-80,6343.01721177487
MG,01,09,0-17,14251.622848432051
MG,02,09,81+,6834.2459183673473
MG,01,09,46-60,9499.30576210406
MG,02,09,46-60,5317.8508175270817
MG,01,09,61-80,11201.585348027284
MG,02,09,18-25,2589.4445586586844
MG,01,09,81+,9436.9090697674437
MG,02,09,26-35,3738.0651246465218
MG,01,09,18-25,3040.7493354129942
MG,02,09,0-17,5900.5113458110491
MG,01,10,0-17,31435.548000000003
MG,01,10,46-60,11053.065738299902
MG,01,10,81+,10281.25
MG,02,10,81+,5492.33
MG,02,10,61-80,9001.708994974877
MG,01,10,26-35,6525.513630632734
MG,02,10,26-35,5229.4348317560462
MG,01,10,36-45,9024.0393088170167
MG,02,10,36-45,7226.4599711634928
MG,02,10,18-25,2866.2311290322582
MG,01,10,18-25,2493.636886792453
MG,02,10,46-60,8358.52912939679
MG,01,10,61-80,11567.052709999998
MG,02,10,0-17,8607.2419047619042
MG,01,11,61-80,17796.86564741037
MG,01,11,46-60,15651.869876065068
MG,02,11,26-35,7018.4473514431247
MG,02,11,61-80,15814.050278207107
MG,01,11,0-17,23463.697272727277
MG,01,11,36-45,11941.321917530422
MG,02,11,81+,6980.65
MG,01,11,18-25,2148.0796969696967
MG,02,11,0-17,36378.21333333334
MG,02,11,46-60,13279.788073367989
MG,01,11,26-35,8278.1776160776171
MG,02,11,18-25,2397.121764705882
MG,01,11,81+,14315.194210526319
MG,02,11,36-45,9916.92402994517
MS,02,01,36-45,2200.5314910025704
MS,01,01,46-60,2115.4835381630019
MS,02,01,26-35,2007.4378176795576
MS,01,01,61-80,2150.503619909502
MS,02,01,81+,1538.82
MS,01,01,26-35,2072.3124353120238
MS,02,01,0-17,1431.4133333333334
MS,02,01,46-60,2021.8552222222222
MS,02,01,18-25,1465.6835534591194
MS,01,01,18-25,1621.2980824742269
MS,02,01,61-80,1910.9488888888889
MS,01,01,0-17,2544.7840350877182
MS,01,01,36-45,2311.1181828442432
MS,01,01,81+,1714.6299999999999
MS,01,02,18-25,1686.5962439024386
MS,01,02,81+,1684.0
MS,02,02,26-35,1629.5724702058508
MS,02,02,0-17,1392.6853333333336
MS,02,02,18-25,1423.1800765306118
MS,02,02,36-45,1718.1355711206897
MS,02,02,46-60,1806.3119860627178
MS,02,02,61-80,1929.5148175182478
MS,01,02,0-17,3639.1149397590348
MS,02,02,81+,1281.5075
MS,01,02,46-60,2529.3083737135507
MS,01,02,26-35,2088.41863232682
MS,01,02,61-80,2496.2087546607004
MS,01,02,36-45,2430.1045111492281
MS,01,03,46-60,2709.9759547261119
MS,01,03,18-25,1764.8874285714287
MS,02,03,81+,1375.92
MS,02,03,26-35,1620.6940813464241
MS,02,03,18-25,1428.2058577405862
MS,01,03,81+,1608.1125
MS,01,03,36-45,2536.1559865739628
MS,02,03,0-17,1596.865
MS,01,03,61-80,2626.4522560596652
MS,02,03,46-60,1899.7063273258639
MS,01,03,0-17,2708.0711392405065
MS,02,03,61-80,1919.880900243309
MS,01,03,26-35,2146.5192282854377
MS,02,03,36-45,1721.7396306818177
MS,01,04,18-25,1771.7561480582524
MS,01,04,61-80,2721.0085671973352
MS,02,04,36-45,1706.278401246939
MS,01,04,46-60,2709.7064327708636
MS,02,04,18-25,1425.2617641129036
MS,01,04,26-35,2245.6140762651471
MS,01,04,0-17,1537.585038494439
MS,02,04,61-80,1973.0548263254111
MS,02,04,26-35,1602.8442127773324
MS,01,04,36-45,2554.4325348996867
MS,02,04,81+,1713.615
MS,01,04,81+,1843.53
MS,02,04,0-17,908.78312643678134
MS,02,04,46-60,1807.542879603704
MS,02,05,18-25,1465.66605853051
MS,01,05,81+,2066.6553846153847
MS,02,05,26-35,1716.9688561553658
MS,02,05,46-60,1996.7458383343539
MS,01,05,0-17,2284.3788154897479
MS,02,05,61-80,2218.66525528169
MS,01,05,46-60,2753.3250328632503
MS,02,05,36-45,1873.7817076085514
MS,01,05,61-80,2813.5820318613755
MS,01,05,18-25,1775.559582824583
MS,02,05,0-17,980.11694300518172
MS,01,05,26-35,2269.5106411575953
MS,01,05,36-45,2619.6437778744016
MS,02,05,81+,5339.2499999999991
MS,01,06,0-17,1044.6700856793145
MS,01,06,36-45,2662.2884233818909
MS,01,06,18-25,1722.6949339345642
MS,01,06,61-80,2672.7041766784455
MS,02,06,81+,1766.09
MS,02,06,0-17,872.26694178974833
MS,02,06,46-60,1933.0254510464279
MS,01,06,46-60,2796.2151425978741
MS,02,06,36-45,1833.2977217068644
MS,02,06,61-80,2209.6296321839077
MS,02,06,18-25,1402.066927604473
MS,02,06,26-35,1706.2773078010171
MS,01,06,26-35,2366.5918636056726
MS,01,06,81+,3865.6025000000009
MS,02,07,18-25,1589.9115022106553
MS,01,07,81+,3189.625
MS,02,07,81+,1505.8916666666667
MS,01,07,36-45,3010.0749495522055
MS,02,07,36-45,2199.3640501786062
MS,01,07,26-35,2488.6696757919408
MS,01,07,18-25,1838.2556858750943
MS,01,07,0-17,1608.6017624521073
MS,02,07,0-17,1295.9237560581591
MS,02,07,61-80,2675.5267678532432
MS,01,07,61-80,3138.9182090571935
MS,01,07,46-60,3192.0219741299184
MS,02,07,26-35,1952.2497025806454
MS,02,07,46-60,2373.5206789666145
MS,02,08,18-25,1865.0086205652437
MS,01,08,36-45,5263.7314787547357
MS,01,08,81+,4514.975
MS,01,08,18-25,2196.9940883977915
MS,01,08,26-35,3595.9265748967596
MS,01,08,61-80,6154.5750781250008
MS,02,08,46-60,3574.7220964566932
MS,01,08,46-60,6319.4294640682083
MS,02,08,61-80,4100.2077889447228
MS,02,08,36-45,2984.79199105672
MS,01,08,0-17,2197.1732692307692
MS,02,08,26-35,2609.4118812976153
MS,02,08,0-17,1708.1491176470588
MS,02,09,26-35,4282.6441668014722
MS,02,09,0-17,5693.2705509641864
MS,02,09,61-80,7410.4764443482036
MS,01,09,18-25,3462.0027643381359
MS,02,09,18-25,2871.3103237206674
MS,01,09,26-35,5709.89715177118
MS,02,09,46-60,6270.3637166625285
MS,02,09,81+,1490.6000000000001
MS,01,09,81+,9385.6357142857159
MS,02,09,36-45,5198.2716500912156
MS,01,09,46-60,10120.783285707146
MS,01,09,0-17,7037.2148160535135
MS,01,09,61-80,12353.796769352288
MS,01,09,36-45,7928.5956923577023
MS,02,10,36-45,7944.0414924346633
MS,01,10,36-45,10122.56252077562
MS,01,10,26-35,6885.5060931435983
MS,02,10,18-25,3415.4760869565221
MS,02,10,46-60,9132.2418649517676
MS,01,10,18-25,3474.1721739130435
MS,01,10,46-60,13597.646337285903
MS,01,10,61-80,12501.531052631577
MS,01,10,0-17,8252.5885714285723
MS,02,10,26-35,5611.4998864809086
MS,02,10,0-17,9463.9613333333327
MS,02,10,61-80,9740.7694488188972
MS,01,11,36-45,12947.632357630977
MS,01,11,26-35,8315.8822195121975
MS,02,11,61-80,14211.252678571427
MS,01,11,0-17,7877.435
MS,01,11,46-60,16713.591657142857
MS,02,11,46-60,11497.461511627907
MS,01,11,61-80,20692.377605633788
MS,02,11,0-17,4024.01
MS,02,11,26-35,6625.175803432141
MS,01,11,18-25,2681.2669230769229
MS,02,11,36-45,9447.9189127516784
MS,02,11,18-25,3890.4984615384615
MT,02,01,61-80,2103.9319047619042
MT,02,01,26-35,1985.0331686046518
MT,01,01,81+,3756.8
MT,02,01,81+,1091.0
MT,01,01,26-35,2424.4375337423307
MT,01,01,61-80,2243.6939794168088
MT,01,01,18-25,2018.7868303571427
MT,01,01,36-45,2521.3156222362604
MT,01,01,46-60,2347.2155427509288
MT,02,01,18-25,1599.7283259911887
MT,02,01,36-45,1943.7461320754715
MT,01,01,0-17,3180.296026058631
MT,02,01,46-60,1875.229718309859
MT,02,01,0-17,3264.0533333333337
MT,01,02,26-35,2431.6737578982375
MT,02,02,46-60,1866.1751413612571
MT,02,02,26-35,1727.7880570221755
MT,02,02,61-80,2028.0541340782129
MT,02,02,18-25,1553.0862985074625
MT,02,02,36-45,1762.2095430495433
MT,01,02,0-17,4766.7851030927832
MT,01,02,81+,2200.1227272727269
MT,01,02,18-25,2028.6161818181818
MT,02,02,81+,1507.2
MT,01,02,36-45,2752.0614348591548
MT,01,02,61-80,2817.528927613942
MT,02,02,0-17,828.87208333333319
MT,01,02,46-60,2839.4306482045045
MT,01,03,61-80,3119.8009148665819
MT,01,03,18-25,2023.7055411255408
MT,01,03,81+,2371.59
MT,02,03,36-45,1806.0552196382428
MT,02,03,18-25,1525.9023741007202
MT,01,03,46-60,3103.5597822638788
MT,02,03,46-60,1982.6489765351969
MT,02,03,26-35,1695.5724260958202
MT,01,03,26-35,2514.07728498784
MT,01,03,0-17,3673.0920745542949
MT,02,03,61-80,2171.0656862745095
MT,02,03,0-17,1913.0502127659577
MT,01,03,36-45,2875.1465132541857
MT,02,04,46-60,1946.6753185720743
MT,01,04,81+,3313.8733333333334
MT,02,04,26-35,1705.9921086780212
MT,01,04,46-60,3176.3759152276302
MT,01,04,0-17,1563.6679378717777
MT,01,04,18-25,2072.2212224322616
MT,02,04,0-17,765.53804314329761
MT,02,04,61-80,2255.4901446280996
MT,01,04,36-45,2987.3082346740653
MT,01,04,26-35,2601.7845271419937
MT,02,04,36-45,1816.681324420304
MT,01,04,61-80,3287.5593721973091
MT,02,04,18-25,1542.9385721953834
MT,02,05,0-17,986.07478260869584
MT,02,05,18-25,1580.9713382533835
MT,02,05,36-45,2218.626006736527
MT,01,05,18-25,2114.288823570876
MT,01,05,81+,2873.5511111111109
MT,01,05,26-35,2664.2157334000817
MT,01,05,0-17,2819.4508512931038
MT,01,05,61-80,3250.1370108191659
MT,02,05,26-35,1963.9256973722204
MT,01,05,46-60,3259.6785999653612
MT,02,05,46-60,2210.0755736610136
MT,02,05,61-80,2465.4408844339623
MT,01,05,36-45,3157.6422392622394
MT,02,06,46-60,2021.0090101832993
MT,02,06,18-25,1447.0919694072659
MT,02,06,36-45,1878.3087176455131
MT,01,06,61-80,3124.0489694041867
MT,01,06,18-25,1942.2153457341267
MT,01,06,26-35,2678.615676628503
MT,02,06,26-35,1795.7540007914531
MT,02,06,61-80,2293.9065967365977
MT,01,06,36-45,3029.688077088485
MT,01,06,46-60,3085.0656732855005
MT,01,06,81+,2208.33
MT,01,06,0-17,1114.6712071313611
MT,02,06,0-17,907.00534172347488
MT,02,06,81+,1366.5
MT,01,07,0-17,1452.2084196891192
MT,02,07,61-80,2727.9403039513677
MT,01,07,26-35,2662.9550629525843
MT,01,07,81+,2095.3856756756759
MT,02,07,18-25,1649.6042250966539
MT,02,07,26-35,2001.4517312367125
MT,01,07,46-60,3123.9857242145908
MT,02,07,36-45,2166.5999755020857
MT,02,07,46-60,2313.3735551611958
MT,01,07,18-25,2006.6599038272147
MT,01,07,36-45,3070.5904164907415
MT,01,07,61-80,3224.8091157795711
MT,02,07,0-17,1227.0744382308085
MT,02,07,81+,1502.382
MT,01,08,26-35,3824.7473336648427
MT,02,08,26-35,2726.9983217512163
MT,01,08,0-17,2644.2085333333325
MT,01,08,18-25,2484.4209354873919
MT,02,08,18-25,2036.8585188069464
MT,01,08,81+,7446.29
MT,01,08,61-80,7149.4321621621639
MT,02,08,61-80,5698.4965238095256
MT,01,08,46-60,5846.9078549540382
MT,02,08,46-60,4014.5425349999991
MT,02,08,0-17,1243.6399999999999
MT,02,08,36-45,3099.728462177889
MT,01,08,36-45,5060.4222752013911
MT,01,09,0-17,10976.086622950819
MT,02,09,81+,15309.5
MT,01,09,46-60,8850.1501150070089
MT,01,09,26-35,5337.2876986965375
MT,02,09,46-60,5403.5731838390138
MT,02,09,36-45,4682.7400753628417
MT,01,09,61-80,10780.68707847463
MT,01,09,81+,2910.5138461538463
MT,02,09,61-80,7025.0503504867875
MT,01,09,36-45,7489.5362005823145
MT,02,09,18-25,2933.8379909021983
MT,01,09,18-25,3365.4871112790474
MT,02,09,26-35,3965.4363067224613
MT,02,09,0-17,5936.3105699481875
MT,01,10,46-60,10249.528423841057
MT,01,10,61-80,11476.940095238095
MT,01,10,36-45,9141.4421814671859
MT,02,10,18-25,3132.8210344827589
MT,01,10,18-25,3906.9372000000003
MT,02,10,61-80,9090.5741025641037
MT,01,10,26-35,6131.8686102719039
MT,02,10,0-17,3360.7677777777776
MT,02,10,26-35,4926.0661774982536
MT,02,10,36-45,7029.37788778878
MT,02,10,46-60,8969.1120974077
MT,01,10,0-17,4886.2266666666665
MT,01,11,36-45,12140.38096870343
MT,02,11,61-80,9679.5520253164577
MT,02,11,81+,16963.385000000002
MT,02,11,26-35,7664.4416094986818
MT,01,11,18-25,2670.7569999999996
MT,01,11,61-80,15432.861931818181
MT,02,11,18-25,4339.17
MT,02,11,0-17,6572.725
MT,01,11,46-60,14019.153762135918
MT,01,11,26-35,9469.9626143790829
MT,02,11,46-60,10408.038535031845
MT,01,11,81+,31541.91
MT,02,11,36-45,9579.7720052083369
MT,01,11,0-17,1332.18
PA,01,01,61-80,2525.6173015873019
PA,01,01,46-60,2640.1195515422064
PA,01,01,18-25,1724.548255707763
PA,02,01,26-35,2293.4494658634535
PA,01,01,0-17,1514.5275
PA,01,01,36-45,2652.7187755555547
PA,02,01,18-25,1844.7980637813216
PA,02,01,36-45,3039.712304955528
PA,01,01,81+,2001.4899999999998
PA,02,01,61-80,3664.8208915662649
PA,02,01,46-60,3845.1265478260871
PA,01,01,26-35,2229.6667978910382
PA,02,01,0-17,702.14
PA,02,01,81+,1860.854
PA,02,02,36-45,1583.6747201584942
PA,01,02,18-25,1563.1598315018321
PA,02,02,81+,1521.633
PA,02,02,0-17,1142.74
PA,01,02,36-45,2024.8593271281754
PA,02,02,18-25,1556.191505791506
PA,01,02,81+,2417.47
PA,01,02,26-35,1823.4901266334366
PA,02,02,46-60,1673.414181052631
PA,01,02,46-60,2138.6423414027372
PA,02,02,26-35,1532.6886938348998
PA,01,02,61-80,2464.4993280075196
PA,02,02,61-80,1918.3277828054297
PA,01,02,0-17,2240.4853999999996
PA,02,03,61-80,1956.6472413793103
PA,02,03,18-25,1424.9489068825908
PA,01,03,36-45,2139.3209200283081
PA,01,03,81+,2133.665
PA,02,03,46-60,1772.239648048967
PA,02,03,26-35,1632.3439358600583
PA,01,03,18-25,1559.9470280948208
PA,02,03,0-17,1111.5287878787876
PA,02,03,81+,1524.6019999999999
PA,01,03,61-80,2898.0839482758624
PA,01,03,26-35,1871.0146726311509
PA,01,03,46-60,2323.3254053078172
PA,01,03,0-17,2229.6265048543696
PA,02,03,36-45,1746.8601474201478
PA,02,04,26-35,1794.060092388914
PA,01,04,81+,2134.3514705882349
PA,02,04,46-60,2332.98212782541
PA,02,04,61-80,2455.4800710900486
PA,02,04,36-45,2025.1828771882936
PA,02,04,81+,1941.4869565217391
PA,01,04,0-17,1271.448628472222
PA,01,04,61-80,2910.9440235874918
PA,01,04,18-25,1579.6016496631373
PA,02,04,18-25,1509.9024084507041
PA,02,04,0-17,727.00693430656929
PA,01,04,26-35,1870.2212466607291
PA,01,04,46-60,2361.8337308815931
PA,01,04,36-45,2145.3614932809905
PA,01,05,26-35,1972.2285010079377
PA,01,05,18-25,1620.5457202563387
PA,02,05,0-17,946.620909090909
PA,02,05,81+,1823.9606250000002
PA,01,05,46-60,2491.3654427630154
PA,02,05,26-35,1766.4916475558239
PA,02,05,18-25,1466.5015029726517
PA,01,05,81+,3592.6962500000004
PA,02,05,36-45,2037.0625769257977
PA,02,05,61-80,2632.6485196021063
PA,01,05,61-80,3025.2520792079204
PA,02,05,46-60,2259.2046344016744
PA,01,05,36-45,2301.0747405535276
PA,01,05,0-17,2159.1154968287524
PA,01,06,36-45,2276.1960563480243
PA,02,06,46-60,1969.269762464108
PA,01,06,61-80,3031.8874577332485
PA,02,06,26-35,1673.1582526934383
PA,02,06,81+,1792.1858333333332
PA,01,06,18-25,1496.3569444444445
PA,02,06,18-25,1217.6975777714936
PA,02,06,36-45,1765.3514477112026
PA,01,06,0-17,893.30288654618482
PA,01,06,26-35,2006.0781695061003
PA,01,06,46-60,2482.94861809832
PA,02,06,61-80,2604.6277002053394
PA,01,06,81+,1994.9999999999998
PA,02,06,0-17,741.85725398936154
PA,01,07,0-17,3014.4501861252111
PA,02,07,46-60,2614.7184416167133
PA,02,07,36-45,2240.9973276291421
PA,01,07,46-60,3061.9623312172989
PA,01,07,18-25,1692.3759838708402
PA,02,07,61-80,3805.8081992656885
PA,02,07,18-25,1556.9358694539358
PA,01,07,81+,3649.1269444444447
PA,02,07,81+,3151.4958928571418
PA,01,07,26-35,2291.6506258744339
PA,01,07,36-45,2839.8443330143414
PA,01,07,61-80,3969.9959353567215
PA,02,07,0-17,1937.6726883561644
PA,02,07,26-35,1952.8874881607433
PA,02,08,26-35,2484.1055663030029
PA,01,08,46-60,5070.9541827160474
PA,02,08,18-25,1823.9426356817185
PA,01,08,36-45,4441.878692518022
PA,01,08,61-80,6414.0049999999983
PA,01,08,0-17,5943.8860465116286
PA,02,08,61-80,5992.1394252873552
PA,02,08,81+,1703.81
PA,01,08,18-25,2043.3583033856628
PA,01,08,81+,1727.25
PA,02,08,36-45,3088.8111667331464
PA,01,08,26-35,3089.2684441108245
PA,02,08,46-60,4005.3278419328408
PA,02,08,0-17,2314.7709375
PA,02,09,46-60,6773.2121194008532
PA,02,09,0-17,8115.7318361581929
PA,01,09,46-60,9730.3497432349977
PA,01,09,18-25,2974.9321918113046
PA,01,09,61-80,12645.674439597955
PA,02,09,26-35,3966.8334785018151
PA,01,09,26-35,4988.5274089275026
PA,01,09,81+,10031.398965517241
PA,02,09,36-45,5385.3621243662556
PA,02,09,18-25,2678.5180002595384
PA,01,09,36-45,7665.8129381605722
PA,02,09,61-80,9758.8448570505589
PA,01,09,0-17,10498.258303030298
PA,02,09,81+,8062.4969230769238
PA,02,10,46-60,9805.2195200892857
PA,02,10,61-80,10759.693798449614
PA,01,10,46-60,11831.062570694092
PA,02,10,36-45,8868.8806671899474
PA,01,10,0-17,26716.5
PA,02,10,26-35,6027.8935979899479
PA,01,10,36-45,10459.234167393197
PA,02,10,0-17,19439.235
PA,01,10,61-80,17677.668055555558
PA,02,10,81+,1063.87
PA,01,10,26-35,7227.8546675531916
PA,02,10,18-25,2679.0945833333335
PA,01,10,81+,2741.01
PA,01,10,18-25,2294.8680952380951
PA,01,11,18-25,2328.851
PA,01,11,26-35,9040.23855524079
PA,02,11,26-35,7043.47957816377
PA,02,11,18-25,2485.873333333333
PA,01,11,0-17,7600.0
PA,01,11,46-60,14243.516268844225
PA,02,11,46-60,11427.047160751566
PA,02,11,36-45,9863.1653215926472
PA,01,11,36-45,12207.931260426327
PA,02,11,61-80,16652.486911764707
PA,02,11,0-17,16538.69
PA,01,11,61-80,19717.056477987426
PB,01,01,61-80,2370.2210924369765
PB,01,01,0-17,1143.47
PB,01,01,81+,2524.7266666666669
PB,01,01,18-25,1696.5348924731188
PB,02,01,46-60,3534.7843635321096
PB,02,01,61-80,4492.038216216215
PB,01,01,36-45,1870.2446515463919
PB,02,01,81+,2006.872
PB,02,01,36-45,2970.0158477508644
PB,01,01,46-60,1842.0422864878171
PB,02,01,18-25,1869.5209210526316
PB,01,01,26-35,2005.1750133809105
PB,02,01,26-35,2302.4716284987294
PB,02,02,36-45,1696.7617015706803
PB,02,02,26-35,2105.1808208955226
PB,02,02,61-80,1851.2773595505621
PB,01,02,81+,1617.3342857142859
PB,02,02,18-25,1800.4629032258063
PB,01,02,61-80,2268.2148069738482
PB,02,02,0-17,569.81
PB,01,02,18-25,1456.4506597774246
PB,01,02,36-45,1795.824078656075
PB,01,02,46-60,1883.9435758196728
PB,01,02,26-35,1661.0107850426425
PB,02,02,81+,1394.8681818181817
PB,01,02,0-17,1797.3418181818183
PB,02,02,46-60,1651.738964194373
PB,01,03,26-35,1714.5981219748307
PB,02,03,26-35,1687.3182269503543
PB,02,03,61-80,3714.5417005076133
PB,01,03,0-17,916.81571428571431
PB,01,03,46-60,2116.2881431105852
PB,01,03,18-25,1484.0624830261891
PB,01,03,36-45,1944.178145695364
PB,01,03,61-80,2653.4113557594292
PB,02,03,36-45,3256.83880756579
PB,02,03,18-25,1473.3965454545453
PB,02,03,46-60,3536.15307174888
PB,02,03,0-17,2430.2333333333331
PB,01,03,81+,1737.48
PB,01,04,18-25,1510.1159362172405
PB,01,04,0-17,807.20023809523809
PB,02,04,61-80,2093.88498542274
PB,01,04,61-80,2631.3521452420691
PB,02,04,18-25,1365.0166101694922
PB,02,04,46-60,1658.8458735891643
PB,01,04,26-35,1746.9565740965318
PB,02,04,26-35,1447.8064356435641
PB,02,04,0-17,815.53870967741943
PB,01,04,36-45,1921.4229330476703
PB,02,04,36-45,1508.9224818481846
PB,02,04,81+,1617.48
PB,01,04,46-60,2010.4780424851526
PB,01,05,36-45,1924.5074659822378
PB,01,05,61-80,2537.8817130044849
PB,01,05,26-35,1731.7543169185756
PB,01,05,46-60,2006.3834208600931
PB,02,05,26-35,1581.3518831482374
PB,02,05,46-60,1821.2491793893125
PB,01,05,0-17,1342.1934426229509
PB,02,05,36-45,1647.5797228202371
PB,01,05,18-25,1505.6877251184837
PB,02,05,0-17,1295.3535294117646
PB,02,05,61-80,2215.7691033623896
PB,01,05,81+,3562.7514285714287
PB,02,05,18-25,1404.5283770883059
PB,02,06,26-35,1559.9759162062617
PB,01,06,61-80,2904.6735132032145
PB,01,06,36-45,1980.1244570196714
PB,01,06,0-17,887.7551604278076
PB,02,06,81+,1588.9575
PB,02,06,0-17,891.45682656826557
PB,02,06,46-60,1826.2410271231652
PB,02,06,36-45,1715.9541073425266
PB,02,06,18-25,1259.8543343934571
PB,01,06,46-60,2168.111455142232
PB,01,06,18-25,1427.1156685199896
PB,02,06,61-80,2520.324134615385
PB,01,06,81+,2085.2311111111112
PB,01,06,26-35,1762.9013726146638
PB,01,07,0-17,1794.9387844036694
PB,01,07,81+,2555.2774285714286
PB,02,07,46-60,2114.6658023196364
PB,02,07,26-35,1687.7466855360622
PB,02,07,61-80,2768.1594997629213
PB,01,07,18-25,1473.9412837307191
PB,02,07,18-25,1412.1098673181227
