sigla_uf,sexo,grau_instrucao,faixa_etaria,media_salarial
CE,02,01,36-45,1964.0285974499097
CE,01,01,46-60,1662.717925817472
CE,01,01,26-35,1754.8603215077605
CE,02,01,46-60,1839.4177643260696
CE,02,01,61-80,2063.274964028777
CE,01,01,18-25,1501.1174157303367
CE,01,01,61-80,1809.3284004474272
CE,02,01,26-35,1918.6375899280572
CE,01,01,81+,1791.467
CE,02,01,0-17,739.625
CE,02,01,81+,1073.6666666666667
CE,01,01,0-17,948.88
CE,02,01,18-25,1515.0112418300655
CE,02,02,61-80,1596.2508842794762
CE,02,02,36-45,1467.8090762463337
CE,01,02,61-80,1990.9771857344635
CE,02,02,26-35,1452.9890755208337
CE,02,02,81+,1416.5890909090911
CE,02,02,0-17,859.873076923077
CE,01,02,46-60,1851.3920632688935
CE,01,02,36-45,1822.2498612253296
CE,01,02,81+,1560.1405263157894
CE,01,02,0-17,2472.6647619047621
CE,02,02,46-60,1500.1824547583562
CE,01,02,26-35,1717.2400846456685
CE,02,02,18-25,1423.7579807692307
CE,01,02,18-25,1507.0104117647059
CE,01,03,46-60,1970.4555330960852
CE,02,03,46-60,1571.444139449542
CE,01,03,61-80,2193.3702467343983
CE,01,03,36-45,1827.0116879405605
CE,02,03,81+,1392.4449999999997
CE,01,03,81+,1518.0216666666668
CE,01,03,0-17,3258.9014285714288
CE,01,03,18-25,1462.6122587968216
CE,02,03,36-45,1490.6300082101804
CE,02,03,61-80,1630.6477060133627
CE,02,03,18-25,1301.201
CE,02,03,26-35,1411.819638336347
CE,01,03,26-35,1635.1874699519233
CE,01,04,36-45,1801.9286933643514
CE,02,04,26-35,1380.1524983860552
CE,02,04,61-80,1799.913452736318
CE,01,04,18-25,1422.2055525132018
CE,02,04,18-25,1304.2483100233096
CE,02,04,0-17,734.05434782608711
CE,02,04,46-60,1526.2860594333101
CE,01,04,0-17,1179.0637795275591
CE,02,04,81+,2249.476
CE,01,04,81+,1322.95
CE,01,04,26-35,1639.2133368611098
CE,01,04,61-80,2353.3159213483136
CE,01,04,46-60,1948.9802312080872
CE,02,04,36-45,1435.9086154417218
CE,02,05,46-60,1660.0221106321842
CE,01,05,36-45,1856.7943177227969
CE,01,05,18-25,1455.06356117898
CE,01,05,81+,2299.3518518518526
CE,02,05,0-17,1472.76511627907
CE,02,05,36-45,1542.6434370075476
CE,01,05,0-17,2112.1091011235949
CE,02,05,61-80,2043.7848471372981
CE,01,05,46-60,1993.9035249436761
CE,01,05,61-80,2296.0462726942619
CE,02,05,81+,1499.2607692307688
CE,02,05,18-25,1340.8716275548823
CE,02,05,26-35,1481.1893463645415
CE,01,05,26-35,1674.9129250116443
CE,01,06,81+,1501.7799999999997
CE,01,06,46-60,2014.6504690004217
CE,02,06,18-25,1242.8974256756755
CE,01,06,36-45,1869.0811711934673
CE,02,06,81+,1309.71
CE,01,06,18-25,1394.8999088568848
CE,02,06,46-60,1726.357461028193
CE,02,06,26-35,1516.5259405940592
CE,02,06,61-80,2071.948785185185
CE,02,06,0-17,795.182884057971
CE,02,06,36-45,1593.8866036988111
CE,01,06,26-35,1696.6796907555145
CE,01,06,0-17,834.29173366834164
CE,01,06,61-80,2334.9865166130762
CE,02,07,61-80,2970.0084946476363
CE,01,07,18-25,1473.5491435168906
CE,02,07,36-45,1845.9546089194212
CE,01,07,36-45,2178.1452450250963
CE,02,07,46-60,2114.7295689180446
CE,02,07,26-35,1675.5070582597957
CE,01,07,26-35,1887.593218175417
CE,01,07,46-60,2355.0046972910886
CE,01,07,0-17,1963.6972021419017
CE,01,07,81+,2877.8195081967215
CE,01,07,61-80,3105.2371322528752
CE,02,07,18-25,1375.4316860373981
CE,02,07,0-17,1340.5489488243425
CE,02,07,81+,2563.7740425531915
CE,01,08,18-25,1985.2517945998857
CE,02,08,46-60,3072.8643457611015
CE,01,08,61-80,6961.7863278008308
CE,02,08,81+,1627.67875
CE,01,08,0-17,2559.0812903225806
CE,01,08,81+,5529.436
CE,02,08,18-25,1712.7683239822543
CE,01,08,26-35,2808.2122690225465
CE,02,08,26-35,2280.2527301297655
CE,01,08,46-60,4475.7446360856293
CE,02,08,36-45,2679.013079056866
CE,02,08,0-17,1460.4139622641508
CE,01,08,36-45,3698.65860261485
CE,02,08,61-80,4176.2655314009635
CE,02,09,36-45,4570.4242123879994
CE,01,09,36-45,6741.9657480202477
CE,01,09,61-80,11397.180795483056
CE,02,09,81+,6041.1859574468081
CE,01,09,26-35,4364.6610902694
CE,01,09,46-60,8761.1775709855137
CE,01,09,0-17,5419.7444745222911
CE,02,09,46-60,5605.138624204
CE,02,09,18-25,2591.3686583758854
CE,01,09,18-25,2818.84994101952
CE,01,09,81+,9095.5690000000013
CE,02,09,61-80,7467.73568824471
CE,02,09,26-35,3451.4420196964811
CE,02,09,0-17,3344.1226315789468
CE,01,10,0-17,31480.652105263162
CE,01,10,81+,11077.813333333332
CE,02,10,0-17,9953.155999999999
CE,02,10,26-35,5222.236938642297
CE,01,10,36-45,10017.958494499126
CE,01,10,18-25,2823.6790322580637
CE,02,10,81+,11075.24
CE,01,10,46-60,14007.191334808254
CE,02,10,36-45,8169.3760930465205
CE,02,10,61-80,12717.148913857676
CE,01,10,61-80,15447.392091503265
CE,01,10,26-35,5980.9540810202552
CE,02,10,46-60,10718.207059659093
CE,02,10,18-25,3105.4966666666669
CE,01,11,36-45,11964.432467789886
CE,01,11,0-17,14351.586666666666
CE,02,11,46-60,13119.398782287823
CE,01,11,81+,9313.57
CE,02,11,36-45,10190.022667876587
CE,02,11,81+,1634.345
CE,01,11,61-80,14565.914388489206
CE,02,11,18-25,3875.365
CE,02,11,61-80,15420.967017543864
CE,02,11,0-17,8752.0233333333344
CE,01,11,26-35,8500.4539325842652
CE,02,11,26-35,7386.2667894736824
CE,01,11,18-25,4009.4299999999989
CE,01,11,46-60,14734.753831775697
DF,02,01,26-35,2211.2777083333331
DF,01,01,36-45,3069.4189919354844
DF,01,01,26-35,2132.7830718954247
DF,02,01,18-25,1557.0652173913047
DF,01,01,81+,15355.249999999998
DF,02,01,36-45,2667.3927118644065
DF,02,01,61-80,2272.915
DF,02,01,46-60,1782.8086610878656
DF,01,01,61-80,2170.454720812183
DF,01,01,0-17,8386.7222222222226
DF,02,01,0-17,621.14666666666665
DF,01,01,18-25,1474.6264285714287
DF,01,01,46-60,2281.3196395193577
DF,01,02,26-35,1894.4882590412105
DF,02,02,36-45,1698.087554054054
DF,01,02,61-80,3129.8132532751088
DF,01,02,46-60,2498.9256857546834
DF,02,02,61-80,2498.3959793814429
DF,02,02,26-35,1685.3415408805031
DF,01,02,18-25,1530.2344158415845
DF,02,02,81+,2744.07
DF,01,02,0-17,824.22076923076918
DF,02,02,46-60,1754.1288383428109
DF,01,02,36-45,2146.760832879696
DF,01,02,81+,2938.6883333333335
DF,02,02,18-25,1416.9321641791053
DF,02,02,0-17,559.97142857142865
DF,01,03,26-35,1857.7245999999998
DF,02,03,61-80,2305.4717159763309
DF,02,03,81+,1523.355
DF,01,03,36-45,2176.0666694112806
DF,01,03,46-60,2579.313476285146
DF,01,03,81+,4344.0679999999993
DF,01,03,61-80,2990.6837960687949
DF,02,03,0-17,734.75428571428563
DF,02,03,36-45,1746.9909934853424
DF,02,03,46-60,1811.9784402764064
DF,02,03,26-35,1549.3050877192982
DF,01,03,0-17,1063.1918750000002
DF,01,03,18-25,1462.1842064516136
DF,02,03,18-25,1410.8119078947373
DF,02,04,18-25,1277.0459014675057
DF,02,04,46-60,1851.1019262506445
DF,02,04,26-35,1583.591797671033
DF,01,04,18-25,1445.2989961389956
DF,01,04,81+,3339.11
DF,02,04,36-45,1686.6782153179192
DF,01,04,0-17,699.04480570975431
DF,01,04,61-80,3987.3231913004888
DF,01,04,46-60,2835.8435135715049
DF,01,04,36-45,2206.2752131670541
DF,02,04,0-17,686.21156103286376
DF,01,04,26-35,1905.0095542814872
DF,02,04,61-80,2936.927451612903
DF,02,05,46-60,2062.9968932397492
DF,02,05,61-80,3266.8354061826035
DF,02,05,81+,3024.7811111111118
DF,01,05,18-25,1570.5408892128278
DF,01,05,26-35,1967.7202134222587
DF,01,05,46-60,3679.667428148653
DF,01,05,0-17,1230.9337356321846
DF,02,05,26-35,1793.1633463203466
DF,01,05,81+,4018.3363157894737
DF,02,05,18-25,1473.2023211446744
DF,02,05,36-45,1848.1811583320023
DF,01,05,36-45,2366.6077582644634
DF,01,05,61-80,4048.0604556354911
DF,02,05,0-17,1179.5778632478637
DF,02,06,46-60,1928.7236538032564
DF,01,06,18-25,1407.8971964936782
DF,02,06,0-17,707.32140986132526
DF,02,06,36-45,1809.9280437636762
DF,01,06,46-60,2731.868184137008
DF,01,06,26-35,2019.6294557212148
DF,02,06,18-25,1208.3148170510808
DF,02,06,61-80,2571.6895107632108
DF,01,06,81+,4256.3583333333336
DF,01,06,36-45,2371.7779158166018
DF,01,06,61-80,3754.8951397515525
DF,01,06,0-17,721.72554577464859
DF,02,06,26-35,1770.8661300919841
DF,01,07,36-45,3018.9217875951995
DF,02,07,0-17,2035.201547619047
DF,01,07,61-80,5567.8447798214165
DF,01,07,81+,5340.5999999999995
DF,02,07,26-35,2039.6647627234479
DF,02,07,61-80,5191.2990703851256
DF,02,07,36-45,2472.4477326048518
DF,02,07,18-25,1559.9041995701557
DF,01,07,26-35,2225.4657035115724
DF,02,07,46-60,2824.2595948777644
DF,01,07,18-25,1646.8488390051477
DF,01,07,46-60,3963.5265134652195
DF,01,07,0-17,1941.1393347193352
DF,02,07,81+,5170.5627586206892
DF,01,08,81+,10519.57
DF,02,08,18-25,1988.3006514880194
DF,02,08,36-45,3779.1342522473446
DF,01,08,18-25,2383.4543563936854
DF,02,08,26-35,2895.2040550972529
DF,01,08,46-60,6598.8171490972627
DF,02,08,81+,2025.34
DF,01,08,26-35,3442.323958070619
DF,01,08,36-45,4734.8551505254163
DF,02,08,46-60,4446.17323652791
DF,02,08,61-80,7350.497568389058
DF,02,08,0-17,2395.168
DF,01,08,0-17,3956.2973786407774
DF,01,08,61-80,9431.9070000000011
DF,02,09,18-25,2640.80993856236
DF,01,09,18-25,3392.7776374442797
DF,02,09,61-80,14103.582321623093
DF,01,09,36-45,13173.702279635259
DF,01,09,26-35,7231.5453815679748
DF,01,09,46-60,17225.125286036491
DF,02,09,46-60,12659.368313868616
DF,01,09,61-80,17835.136287311889
DF,02,09,81+,13036.452173913043
DF,02,09,0-17,4740.7696761866446
DF,02,09,36-45,10043.732898623864
DF,01,09,81+,10853.2175
DF,02,09,26-35,5582.86586856725
DF,01,09,0-17,6721.3762411470025
DF,02,10,26-35,8822.5922227626452
DF,01,10,81+,34978.23
DF,01,10,36-45,18897.819681469427
DF,02,10,61-80,19425.646595744689
DF,01,10,26-35,10836.919053444946
DF,01,10,18-25,3156.2699999999986
DF,02,10,81+,30360.2
DF,01,10,46-60,22459.804871599277
DF,02,10,36-45,15165.142023735163
DF,01,10,61-80,22792.101888111883
DF,01,10,0-17,7367.4017899249711
DF,02,10,18-25,2549.7239215686272
DF,02,10,0-17,6154.1931428571443
DF,02,10,46-60,18312.614125262418
DF,01,11,81+,19978.172307692308
DF,02,11,81+,11634.775000000001
DF,01,11,26-35,11019.294565217395
DF,01,11,0-17,9426.9403846153818
DF,01,11,61-80,25056.615319999997
DF,01,11,18-25,1459.37
DF,02,11,0-17,7270.0464247311829
DF,02,11,46-60,20279.931313782981
DF,01,11,36-45,17571.288917378919
DF,01,11,46-60,22921.934125397544
DF,02,11,36-45,14826.612552147237
DF,02,11,61-80,23052.815724815729
DF,02,11,26-35,8820.4910895883768
DF,02,11,18-25,3127.6384615384609
ES,01,01,0-17,1127.0738461538463
ES,02,01,46-60,1600.2844254278734
ES,01,01,26-35,1717.582187499999
ES,02,01,18-25,1439.6885148514848
ES,01,01,18-25,1562.7545490196085
ES,02,01,0-17,673.5
ES,02,01,26-35,1597.8724999999995
ES,01,01,61-80,1795.0275438596486
ES,01,01,36-45,1753.8866248574691
ES,02,01,36-45,1575.4376548672567
ES,01,01,46-60,1748.0034617814274
ES,01,01,81+,2012.77
ES,02,01,61-80,1577.1874285714284
ES,02,02,46-60,2188.9722498242327
ES,01,02,61-80,2637.0245932325411
ES,02,02,18-25,1440.1336645962731
ES,02,02,81+,1815.8133333333333
ES,02,02,61-80,2201.2561144219317
ES,01,02,81+,2017.3564285714285
ES,01,02,0-17,5941.7930314960631
ES,01,02,36-45,2080.69251142355
ES,02,02,36-45,2282.3630308529937
ES,02,02,26-35,2220.0180654761916
ES,02,02,0-17,819.61066666666648
ES,01,02,26-35,1756.2929386712094
ES,01,02,46-60,2265.9611396503342
ES,01,02,18-25,1429.648453301606
ES,02,03,0-17,715.47226415094349
ES,01,03,46-60,2309.6942098273566
ES,01,03,0-17,943.7993650793652
ES,02,03,36-45,1545.4812601626015
ES,01,03,36-45,2048.8211889359804
ES,02,03,81+,997.49
ES,01,03,26-35,1799.7006704095113
ES,02,03,61-80,1799.2448295454549
ES,02,03,18-25,1322.3466242038223
ES,02,03,46-60,1652.0032158273384
ES,01,03,18-25,1446.7934941329856
ES,01,03,61-80,2361.4166073194851
ES,02,03,26-35,1462.5457814871015
ES,01,03,81+,1991.5900000000001
ES,02,04,36-45,1575.1495727969348
ES,01,04,26-35,1831.0476207749389
ES,02,04,18-25,1294.4874748442733
ES,02,04,46-60,1657.8149320714388
ES,02,04,26-35,1460.8995960795962
ES,02,04,0-17,676.624592462752
ES,01,04,46-60,2355.3561670390327
ES,01,04,36-45,2153.1420040020753
ES,01,04,81+,7386.9450000000006
ES,01,04,18-25,1489.5501591445977
ES,01,04,61-80,2420.1742258883241
ES,02,04,61-80,1799.7433582887697
ES,01,04,0-17,724.20707942464037
ES,02,04,81+,1419.7133333333334
ES,01,05,18-25,1559.4066361711136
ES,01,05,0-17,1697.2294960806266
ES,02,05,18-25,1361.8362021799533
ES,02,05,46-60,1753.3451709668782
ES,02,05,61-80,1940.1218077553249
ES,01,05,46-60,2480.7026796341988
ES,02,05,0-17,786.41987972508616
ES,02,05,26-35,1554.8489750290355
ES,01,05,26-35,1967.771327829777
ES,02,05,81+,1590.796
ES,01,05,61-80,2659.6866717590574
ES,01,05,36-45,2316.9121864917756
ES,02,05,36-45,1648.3124260915308
ES,01,05,81+,2038.1028571428574
ES,01,06,61-80,2545.8097498610355
ES,02,06,36-45,1688.33373608903
ES,02,06,46-60,1773.6245153933864
ES,01,06,0-17,765.86910031193554
ES,02,06,61-80,1936.3493121693123
ES,01,06,81+,3247.1299999999997
ES,02,06,81+,1314.0
ES,01,06,18-25,1470.116205391528
ES,02,06,26-35,1586.7071352747098
ES,01,06,46-60,2528.1802050271062
ES,01,06,36-45,2415.2863522519219
ES,02,06,0-17,693.32893843654074
ES,01,06,26-35,2038.0013126920628
ES,02,06,18-25,1232.0140096935845
ES,02,07,0-17,1047.6776491228068
ES,02,07,26-35,1852.8250228845827
ES,02,07,46-60,2189.9302647418804
ES,01,07,0-17,2903.61864181092
ES,01,07,36-45,2967.2479569562593
ES,01,07,18-25,1699.7285337495186
ES,01,07,81+,7711.083599999999
ES,02,07,81+,2018.823333333333
ES,02,07,61-80,2636.824229820812
ES,02,07,36-45,2064.2102245705219
ES,01,07,61-80,3315.8901225471195
ES,02,07,18-25,1533.4515484796773
ES,01,07,26-35,2342.6038162119858
ES,01,07,46-60,3146.3287806677326
ES,01,08,36-45,4562.6863641096834
ES,01,08,46-60,4965.5409371671994
ES,02,08,46-60,3147.4697716211144
ES,01,08,26-35,3380.9300678389723
ES,02,08,61-80,4116.3129083665335
ES,02,08,26-35,2483.458378469586
ES,01,08,61-80,5807.1152599388406
ES,01,08,0-17,6616.8269999999993
ES,02,08,0-17,2043.7569047619047
ES,02,08,18-25,1814.1645132976389
ES,01,08,18-25,2142.2864980544741
ES,02,08,36-45,2871.4040158389694
ES,02,09,46-60,5213.3252172734328
ES,01,09,18-25,2696.1700178491747
ES,01,09,81+,9512.0496428571423
ES,01,09,46-60,9486.2008173860322
ES,01,09,0-17,9114.6550838574476
ES,01,09,36-45,7510.3290655648889
ES,02,09,26-35,3557.185233639766
ES,01,09,26-35,4804.1787144803411
ES,02,09,61-80,6253.8901589319776
ES,02,09,36-45,4569.8496155716293
ES,01,09,61-80,10950.09343837256
ES,02,09,81+,9125.588
ES,02,09,18-25,2538.3166717271984
ES,02,09,0-17,5275.987477876105
ES,02,10,46-60,7609.29578087458
ES,01,10,61-80,14951.216487804881
ES,01,10,26-35,5941.0311453744507
ES,02,10,26-35,5136.1430933967895
ES,02,10,61-80,8146.5216549295765
ES,02,10,81+,3915.82
ES,02,10,0-17,7898.239333333333
ES,01,10,18-25,2924.775555555555
ES,01,10,36-45,10060.259185882354
ES,02,10,18-25,2779.3688888888896
ES,01,10,46-60,12114.619002009382
ES,02,10,36-45,6801.0177760557926
ES,01,10,0-17,8411.7082258064529
ES,01,11,61-80,15282.218933333334
ES,02,11,0-17,6045.744545454545
ES,01,11,0-17,7243.9233333333323
ES,01,11,26-35,7758.9153214285716
ES,01,11,81+,17079.6
ES,02,11,61-80,11314.907912087909
ES,01,11,46-60,15715.377164429525
ES,01,11,18-25,2455.8599999999997
ES,02,11,18-25,2300.899
ES,02,11,36-45,9015.4750980392146
ES,02,11,26-35,5473.4949872122743
ES,01,11,36-45,12158.013134328363
ES,02,11,46-60,11469.545503355703
GO,02,01,0-17,2662.1453846153845
GO,01,01,46-60,2253.4313529570613
GO,02,01,36-45,2316.3291882352942
GO,02,01,26-35,2087.750921273032
GO,01,01,61-80,2384.6636766334445
GO,01,01,36-45,2332.3933510402821
GO,02,01,46-60,2498.9381147540971
GO,02,01,61-80,2739.9363186813189
GO,01,01,26-35,2288.0835086277721
GO,01,01,18-25,1764.7965021156556
GO,02,01,18-25,1542.219159891599
GO,01,01,0-17,1845.5649645390067
GO,01,01,81+,2880.9775
GO,02,02,26-35,1750.9110700496415
GO,02,02,36-45,1793.6184021972779
GO,02,02,18-25,1596.6724840764327
GO,02,02,61-80,2157.9616855895197
GO,01,02,0-17,2294.8802222222216
GO,02,02,81+,2408.9925000000003
GO,01,02,46-60,2607.4909356438084
GO,01,02,18-25,1833.38612066365
GO,01,02,81+,2079.07
GO,02,02,46-60,1910.5186366262269
GO,01,02,61-80,2713.3935608702873
GO,02,02,0-17,2025.7266197183103
GO,01,02,26-35,2264.5663991668707
GO,01,02,36-45,2490.2610358027482
GO,02,03,46-60,1840.8537535635098
GO,01,03,81+,1795.1950000000002
GO,02,03,81+,1458.72
GO,01,03,46-60,2689.5898249119787
GO,02,03,26-35,1651.1014737654325
GO,02,03,61-80,1973.3511506276152
GO,02,03,0-17,1156.6388888888891
GO,01,03,26-35,2172.1186669851891
GO,01,03,18-25,1764.0091376607088
GO,02,03,36-45,1735.9360291595203
GO,01,03,36-45,2520.7107782567059
GO,02,03,18-25,1494.5286882129283
GO,01,03,61-80,2747.3872064777329
GO,01,03,0-17,1925.762984293194
GO,02,04,18-25,1421.0047498416727
GO,01,04,0-17,990.48268340306845
GO,01,04,26-35,2268.2160879728008
GO,01,04,81+,2005.2757142857142
GO,02,04,0-17,755.22851452282146
GO,01,04,46-60,2793.1492962489851
GO,01,04,18-25,1785.9035861353877
GO,02,04,36-45,1714.0994591444223
GO,02,04,46-60,1847.10093006636
GO,02,04,26-35,1603.7118907563026
GO,02,04,61-80,2197.2720463960236
GO,02,04,81+,2107.324
GO,01,04,36-45,2620.1505951996119
GO,01,04,61-80,2899.9760293571162
GO,01,05,0-17,2257.0312351190487
GO,02,05,61-80,2346.3295030473505
GO,02,05,0-17,1343.7194805194808
GO,01,05,36-45,2659.4975943108479
GO,01,05,81+,2508.4495999999995
GO,01,05,18-25,1804.7832919449081
GO,02,05,26-35,1700.5882295609388
GO,02,05,18-25,1457.7331306268052
GO,02,05,46-60,1948.9969510119158
GO,01,05,26-35,2310.0647982192054
GO,01,05,46-60,2795.6411568370186
GO,01,05,61-80,2957.511649300387
GO,02,05,81+,2248.516
GO,02,05,36-45,1834.4445122827174
GO,02,06,81+,1461.22
GO,01,06,36-45,2634.9013791827674
GO,01,06,46-60,2795.6883081310884
GO,01,06,81+,2337.1005555555553
GO,01,06,0-17,963.47962797316541
GO,01,06,26-35,2340.9905055446848
GO,02,06,36-45,1890.5744857279537
GO,01,06,18-25,1673.7543853754942
GO,01,06,61-80,3086.7418623962053
GO,02,06,26-35,1727.329625991985
GO,02,06,46-60,2050.4868049225147
GO,02,06,18-25,1323.7570006301205
GO,02,06,0-17,804.09790940766572
GO,02,06,61-80,2372.0035571054941
GO,01,07,26-35,2360.3873710901084
GO,01,07,36-45,2790.2914335185192
GO,01,07,81+,3402.0620833333337
GO,02,07,26-35,1918.8015870161109
GO,01,07,61-80,3514.2474624014112
GO,02,07,0-17,1558.2185073580938
GO,01,07,18-25,1770.1731364528587
GO,02,07,36-45,2115.2510879339766
GO,02,07,18-25,1565.4830227766777
GO,01,07,0-17,1614.555446339016
GO,02,07,81+,2308.7241666666669
GO,01,07,46-60,3076.7435460951392
GO,02,07,46-60,2363.4692041074363
GO,02,07,61-80,3159.6609110671934
GO,01,08,18-25,2225.7366264742695
GO,02,08,61-80,5693.7212021857949
GO,01,08,36-45,4452.1706874241791
GO,01,08,61-80,6793.490636515914
GO,02,08,0-17,2557.1242857142852
GO,02,08,26-35,2660.8856531146785
GO,01,08,26-35,3352.368998882127
GO,01,08,46-60,5572.2028114163786
GO,01,08,0-17,2681.1493220338975
GO,02,08,18-25,1938.453002453929
GO,02,08,81+,2074.9033333333332
GO,02,08,46-60,3675.9238705416124
GO,01,08,81+,6154.3925
GO,02,08,36-45,3126.609006287757
GO,01,09,46-60,9671.369802590445
GO,02,09,61-80,8144.6121763783331
GO,01,09,0-17,9506.94376582278
GO,01,09,36-45,7725.1436475425726
GO,01,09,26-35,5137.2655966727889
GO,02,09,0-17,6137.4956256463274
GO,02,09,81+,4758.0724999999993
GO,02,09,18-25,2634.2343852459016
GO,02,09,36-45,5524.9166041959379
GO,01,09,61-80,11686.590164200941
GO,01,09,81+,9545.19947368421
GO,02,09,46-60,6713.9706018705638
GO,02,09,26-35,3987.8037632204846
GO,01,09,18-25,2932.4895829897523
GO,01,10,26-35,6730.150371229699
GO,02,10,36-45,9001.005640211637
GO,01,10,61-80,13974.592533783782
GO,02,10,46-60,9957.88014124294
GO,02,10,0-17,10935.255416666665
GO,01,10,81+,10645.06875
GO,01,10,36-45,10146.134643037974
GO,01,10,18-25,2482.7172727272723
GO,02,10,26-35,5940.1223784494068
GO,01,10,0-17,11140.270588235293
GO,02,10,18-25,2463.0975000000003
GO,02,10,61-80,11787.562798353913
GO,01,10,46-60,12339.294616949148
GO,01,11,36-45,11856.688145563308
GO,02,11,18-25,2803.8219999999997
GO,01,11,0-17,8625.275
GO,02,11,26-35,7067.8170241850712
GO,02,11,0-17,5341.4614285714288
GO,02,11,61-80,11092.490530035337
GO,01,11,18-25,2810.4178947368423
GO,02,11,36-45,9933.5186016559364
GO,02,11,46-60,9894.8416791604213
GO,01,11,81+,21541.23
GO,01,11,46-60,13716.225182926833
GO,01,11,26-35,8514.30061363636
GO,01,11,61-80,16010.230436893205
GO,02,11,81+,1334.25
MA,01,01,46-60,1814.7928190255225
MA,01,01,26-35,1998.9556361323162
MA,01,01,36-45,1973.2604761904756
MA,02,01,61-80,2881.0910679611652
MA,02,01,81+,1313.45
MA,02,01,46-60,2484.1026691729321
MA,01,01,61-80,2160.1639525691703
MA,01,01,0-17,1060.416923076923
MA,01,01,81+,2340.54
MA,02,01,18-25,1805.268122270742
MA,02,01,26-35,2291.4205060728746
MA,01,01,18-25,1784.9897763578279
MA,02,01,36-45,2286.6853160919532
MA,01,02,36-45,1930.6493143245079
MA,01,02,26-35,1776.7859681181958
MA,02,02,0-17,1320.0115384615383
MA,01,02,18-25,1510.756619552415
MA,02,02,18-25,1319.6824074074075
MA,01,02,46-60,2337.6207379023426
MA,01,02,81+,2763.3482352941173
MA,02,02,26-35,1628.5956149732617
MA,02,02,61-80,2783.7875447570323
MA,02,02,46-60,2366.8836233611446
MA,01,02,61-80,2787.8778282828284
MA,02,02,81+,1282.25
MA,02,02,36-45,1624.9430754352031
MA,01,02,0-17,1478.6132352941177
MA,01,03,26-35,1797.7125898572133
MA,01,03,46-60,2674.3676600660065
MA,01,03,18-25,1494.0639093137263
MA,02,03,61-80,2520.3767536231894
MA,01,03,36-45,1970.4328312221844
MA,02,03,81+,1797.0683333333334
MA,02,03,46-60,2018.4732724719101
MA,01,03,61-80,3125.5588256658602
MA,02,03,26-35,1722.4272925764196
MA,02,03,18-25,1826.4817808219179
MA,01,03,0-17,1434.2661538461537
MA,02,03,0-17,1304.5966666666668
MA,02,03,36-45,1828.8971585903089
MA,01,03,81+,2677.03
MA,01,04,46-60,2209.6320866829783
MA,02,04,36-45,1563.9412416356881
MA,02,04,46-60,1718.54909757887
MA,02,04,0-17,841.31760869565221
MA,01,04,81+,1671.405
MA,01,04,36-45,2053.7286983277586
MA,01,04,61-80,2748.905710723192
MA,02,04,26-35,1465.4574098360649
MA,02,04,18-25,1311.5368159203974
MA,02,04,81+,1705.1950000000002
MA,01,04,18-25,1565.6757876841714
MA,02,04,61-80,2130.9721097046422
MA,01,04,26-35,1864.4468393453046
MA,01,04,0-17,962.27629139072826
MA,01,05,18-25,1544.1680748746865
MA,02,05,46-60,2045.3330971428568
MA,02,05,0-17,1430.4516981132078
MA,01,05,61-80,2919.5820870950611
MA,01,05,46-60,2307.1077913429522
MA,02,05,36-45,1814.0311584553924
MA,02,05,18-25,1446.8428139321722
MA,02,05,61-80,2657.8280260047272
MA,01,05,81+,1953.9759999999997
MA,01,05,0-17,1660.718018018018
MA,01,05,36-45,2140.2019268484714
MA,01,05,26-35,1875.3432117071657
MA,02,05,26-35,1632.0522394518571
MA,02,05,81+,1838.0320000000002
MA,01,06,81+,11871.91
MA,02,06,18-25,1203.2332177931835
MA,02,06,36-45,1774.5687613293046
MA,02,06,26-35,1627.4468369123633
MA,02,06,0-17,795.12416020671833
MA,01,06,36-45,2158.8537807640041
MA,02,06,61-80,3530.2873513513505
MA,01,06,26-35,1930.6876876160175
MA,02,06,46-60,2528.0475761772859
MA,02,06,81+,4163.17
MA,01,06,0-17,873.16144475920657
MA,01,06,46-60,2540.4655904302012
MA,01,06,61-80,3064.3745923913025
MA,01,06,18-25,1457.6547701904135
MA,01,07,0-17,1942.5802362204722
MA,02,07,36-45,2065.5565397205
MA,01,07,26-35,2230.3090136549849
MA,01,07,81+,2942.4775510204081
MA,01,07,36-45,2648.4609704070917
MA,02,07,18-25,1476.2199781963423
MA,02,07,81+,3172.718367346939
MA,02,07,26-35,1855.0451281040603
MA,02,07,0-17,1742.208194444444
MA,01,07,18-25,1594.8550183062814
MA,01,07,61-80,3823.871882949024
MA,01,07,46-60,3079.7563160852192
MA,02,07,61-80,3567.1212358953935
MA,02,07,46-60,2448.3264174953074
MA,02,08,26-35,2666.213696275071
MA,02,08,61-80,5529.2112787356309
MA,02,08,0-17,3993.792727272727
MA,01,08,0-17,3016.41875
MA,02,08,46-60,4423.8094783663591
MA,01,08,18-25,1961.9979443447037
MA,01,08,61-80,6695.3690666666662
MA,01,08,26-35,3593.3467933579341
MA,01,08,36-45,5273.2577444208291
MA,02,08,18-25,1817.889930104843
MA,02,08,81+,2826.5533333333333
MA,02,08,36-45,3198.0209622443622
MA,01,08,46-60,5932.0470539906109
MA,01,09,61-80,10333.820844954884
MA,01,09,36-45,7109.3686190306507
MA,01,09,18-25,2868.6921791044761
MA,01,09,81+,5815.9570370370375
MA,01,09,46-60,8303.760745332489
MA,01,09,0-17,5325.2506106870205
MA,02,09,61-80,6806.0952600380269
MA,01,09,26-35,4885.057472597734
