Renda_Total,log_renda,Sexo,Cor_Raca,UF,Escolaridade_Num,Escolaridade_Label,Idade,Setor_Economico,Area_Atuacao,Faixa_Etaria
2.0,1.0986122886681098,Feminino,Parda,Maranhão,,,15,Desconhecido,,0-17
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,58,Desconhecido,Comércio,46-60
2.0,1.0986122886681098,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,20,Desconhecido,Comércio,18-25
1140.0,7.039660349862076,Feminino,Parda,Maranhão,12.0,Doutorado incompleto,28,Desconhecido,Serviços,26-35
232121.0,12.355018374500409,Feminino,Parda,Maranhão,7.0,Médio completo,54,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Parda,Maranhão,12.0,Doutorado incompleto,49,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,19,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,49,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,20,Desconhecido,,18-25
2121110.0,14.567450565982263,Masculino,Parda,Maranhão,7.0,Médio completo,46,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,33,Desconhecido,Comércio,26-35
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,21,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,38,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,,,20,Desconhecido,,18-25
12.0,2.5649493574615367,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,22,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,18,Desconhecido,,18-25
1.0,0.6931471805599453,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,50,Desconhecido,,46-60
2.0,1.0986122886681098,Feminino,Parda,Maranhão,,,17,Desconhecido,,0-17
60.0,4.110873864173311,Masculino,Parda,Maranhão,7.0,Médio completo,50,Desconhecido,Comércio,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,20,Desconhecido,,18-25
20.0,3.044522437723423,Masculino,Parda,Maranhão,3.0,Fund. 1ª a 4ª série,38,Desconhecido,Serviços,36-45
1.0,0.6931471805599453,Masculino,Preta,Maranhão,10.0,Mestrado incompleto,22,Desconhecido,,18-25
1140.0,7.039660349862076,Feminino,Preta,Maranhão,12.0,Doutorado incompleto,57,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,34,Desconhecido,,26-35
212121.0,12.264916859831924,Masculino,Parda,Maranhão,7.0,Médio completo,48,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,24,Desconhecido,,18-25
2421122.0,14.699742040081935,Feminino,Parda,Maranhão,8.0,Superior incompleto,61,Desconhecido,,61-80
1150.0,7.048386408721883,Feminino,Branca,Maranhão,13.0,Doutorado completo,47,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,5.0,Fundamental completo,58,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,32,Desconhecido,,26-35
1122.0,7.023758954738443,Feminino,Branca,Maranhão,12.0,Doutorado incompleto,50,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,21,Desconhecido,,18-25
2121110.0,14.567450565982263,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,23,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Branca,Maranhão,,,24,Desconhecido,,18-25
2521110.0,14.740210235347526,Masculino,Parda,Maranhão,7.0,Médio completo,48,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Parda,Maranhão,7.0,Médio completo,40,Desconhecido,Administração Pública,36-45
1160.0,7.057036981697891,Masculino,Branca,Maranhão,12.0,Doutorado incompleto,57,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,52,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Preta,Maranhão,,,26,Desconhecido,Comércio,26-35
45.0,3.828641396489095,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,45,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,22,Desconhecido,,18-25
1160.0,7.057036981697891,Masculino,Preta,Maranhão,13.0,Doutorado completo,61,Desconhecido,Serviços,61-80
1.0,0.6931471805599453,Masculino,Preta,Maranhão,,,46,Desconhecido,,46-60
2111140.0,14.56273911758901,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,53,Desconhecido,,46-60
2.0,1.0986122886681098,Feminino,Branca,Maranhão,12.0,Doutorado incompleto,48,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,23,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Preta,Maranhão,10.0,Mestrado incompleto,37,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Preta,Maranhão,10.0,Mestrado incompleto,44,Desconhecido,Comércio,36-45
2121130.0,14.567459994958734,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,40,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Branca,Maranhão,,,55,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,,,17,Desconhecido,,0-17
1.0,0.6931471805599453,Feminino,Branca,Maranhão,7.0,Médio completo,28,Desconhecido,,26-35
2221110.0,14.61351807911535,Feminino,Parda,Maranhão,7.0,Médio completo,28,Desconhecido,,26-35
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,26,Desconhecido,,26-35
80.0,4.394449154672439,Masculino,Branca,Maranhão,,,21,Desconhecido,Comércio,18-25
20.0,3.044522437723423,Feminino,Preta,Maranhão,10.0,Mestrado incompleto,54,Desconhecido,Agricultura,46-60
50.0,3.9318256327243257,Feminino,Parda,Maranhão,3.0,Fund. 1ª a 4ª série,55,Desconhecido,Agricultura,46-60
50.0,3.9318256327243257,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,56,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Parda,Maranhão,7.0,Médio completo,47,Desconhecido,,46-60
1122.0,7.023758954738443,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,50,Desconhecido,Serviços,46-60
20.0,3.044522437723423,Masculino,Parda,Maranhão,7.0,Médio completo,47,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Amarela,Maranhão,10.0,Mestrado incompleto,26,Desconhecido,Comércio,26-35
1.0,0.6931471805599453,Feminino,Parda,Maranhão,,,18,Desconhecido,,18-25
1.0,0.6931471805599453,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,18,Desconhecido,,18-25
2.0,1.0986122886681098,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,37,Desconhecido,,36-45
212121.0,12.264916859831924,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,41,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,27,Desconhecido,Comércio,26-35
1.0,0.6931471805599453,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,26,Desconhecido,,26-35
2.0,1.0986122886681098,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,39,Desconhecido,Serviços,36-45
1150.0,7.048386408721883,Masculino,Branca,Maranhão,12.0,Doutorado incompleto,31,Desconhecido,Serviços,26-35
2.0,1.0986122886681098,Feminino,Parda,Maranhão,7.0,Médio completo,44,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,30,Desconhecido,,26-35
97.0,4.584967478670572,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,42,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,18,Desconhecido,,18-25
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,38,Desconhecido,Comércio,36-45
20.0,3.044522437723423,Feminino,Preta,Maranhão,10.0,Mestrado incompleto,62,Desconhecido,Agricultura,61-80
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,45,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,36,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,26,Desconhecido,,26-35
60.0,4.110873864173311,Masculino,Parda,Maranhão,,,29,Desconhecido,,26-35
1.0,0.6931471805599453,Masculino,Parda,Maranhão,,,15,Desconhecido,,0-17
2521110.0,14.740210235347526,Masculino,Parda,Maranhão,7.0,Médio completo,42,Desconhecido,,36-45
1150.0,7.048386408721883,Feminino,Parda,Maranhão,14.0,Alfabetização adultos,56,Desconhecido,Serviços,46-60
2.0,1.0986122886681098,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,51,Desconhecido,Comércio,46-60
2.0,1.0986122886681098,Feminino,Parda,Maranhão,,,18,Desconhecido,,18-25
1.0,0.6931471805599453,Masculino,Parda,Maranhão,,,17,Desconhecido,,0-17
1.0,0.6931471805599453,Feminino,Branca,Maranhão,,,18,Desconhecido,,18-25
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,31,Desconhecido,,26-35
2121160.0,14.567474138256744,Feminino,Parda,Maranhão,,,39,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Branca,Maranhão,7.0,Médio completo,29,Desconhecido,,26-35
2121110.0,14.567450565982263,Masculino,Branca,Maranhão,,,45,Desconhecido,,36-45
2421110.0,14.699737083691971,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,35,Desconhecido,,26-35
1.0,0.6931471805599453,Masculino,Preta,Maranhão,7.0,Médio completo,46,Desconhecido,,46-60
2.0,1.0986122886681098,Masculino,Preta,Maranhão,10.0,Mestrado incompleto,44,Desconhecido,Comércio,36-45
80.0,4.394449154672439,Feminino,Preta,Maranhão,5.0,Fundamental completo,54,Desconhecido,,46-60
1150.0,7.048386408721883,Masculino,Parda,Maranhão,12.0,Doutorado incompleto,35,Desconhecido,Indústria,26-35
20.0,3.044522437723423,Masculino,Parda,Maranhão,7.0,Médio completo,32,Desconhecido,Comércio,26-35
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,32,Desconhecido,Serviços,26-35
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,33,Desconhecido,,26-35
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,42,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,51,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,42,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Parda,Maranhão,7.0,Médio completo,44,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,12.0,Doutorado incompleto,58,Desconhecido,Comércio,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,32,Desconhecido,,26-35
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,34,Desconhecido,,26-35
50.0,3.9318256327243257,Feminino,Preta,Maranhão,,,69,Desconhecido,,61-80
1122.0,7.023758954738443,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,23,Desconhecido,Indústria,18-25
1140.0,7.039660349862076,Masculino,Preta,Maranhão,10.0,Mestrado incompleto,45,Desconhecido,Serviços,36-45
12.0,2.5649493574615367,Masculino,Parda,Maranhão,7.0,Médio completo,23,Desconhecido,Comércio,18-25
1130.0,7.030857476116121,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,43,Desconhecido,Serviços,36-45
1140.0,7.039660349862076,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,47,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,57,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,44,Desconhecido,,36-45
20.0,3.044522437723423,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,40,Desconhecido,Comércio,36-45
2421110.0,14.699737083691971,Feminino,Preta,Maranhão,,,59,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Preta,Maranhão,10.0,Mestrado incompleto,38,Desconhecido,,36-45
1.0,0.6931471805599453,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,20,Desconhecido,,18-25
50.0,3.9318256327243257,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,36,Desconhecido,,36-45
20.0,3.044522437723423,Feminino,Parda,Maranhão,7.0,Médio completo,43,Desconhecido,,36-45
20.0,3.044522437723423,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,25,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,23,Desconhecido,,18-25
1140.0,7.039660349862076,Feminino,Branca,Maranhão,12.0,Doutorado incompleto,45,Desconhecido,Serviços,36-45
1.0,0.6931471805599453,Feminino,Preta,Maranhão,7.0,Médio completo,36,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,28,Desconhecido,,26-35
210000.0,12.25486757159303,Masculino,Parda,Maranhão,,,70,Desconhecido,Comércio,61-80
2.0,1.0986122886681098,Masculino,Parda,Maranhão,3.0,Fund. 1ª a 4ª série,63,Desconhecido,,61-80
1.0,0.6931471805599453,Masculino,Parda,Maranhão,8.0,Superior incompleto,50,Desconhecido,,46-60
1140.0,7.039660349862076,Feminino,Parda,Maranhão,12.0,Doutorado incompleto,40,Desconhecido,Serviços,36-45
50.0,3.9318256327243257,Feminino,Preta,Maranhão,,,16,Desconhecido,Agricultura,0-17
1150.0,7.048386408721883,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,41,Desconhecido,Serviços,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,23,Desconhecido,,18-25
1181.0,7.074963197966044,Feminino,Parda,Maranhão,13.0,Doutorado completo,55,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,20,Desconhecido,,18-25
2.0,1.0986122886681098,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,37,Desconhecido,Agricultura,36-45
1150.0,7.048386408721883,Feminino,Parda,Maranhão,12.0,Doutorado incompleto,38,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,7.0,Médio completo,36,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,37,Desconhecido,,36-45
1150.0,7.048386408721883,Feminino,Branca,Maranhão,13.0,Doutorado completo,55,Desconhecido,Serviços,46-60
2121130.0,14.567459994958734,Masculino,Parda,Maranhão,7.0,Médio completo,62,Desconhecido,Administração Pública,61-80
1.0,0.6931471805599453,Masculino,Parda,Maranhão,8.0,Superior incompleto,66,Desconhecido,,61-80
2121110.0,14.567450565982263,Feminino,Preta,Maranhão,7.0,Médio completo,41,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Preta,Maranhão,7.0,Médio completo,36,Desconhecido,,36-45
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,31,Desconhecido,,26-35
1421180.0,14.166998774055687,Feminino,Parda,Maranhão,7.0,Médio completo,54,Desconhecido,,46-60
50.0,3.9318256327243257,Masculino,Parda,Maranhão,7.0,Médio completo,45,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,18,Desconhecido,,18-25
50.0,3.9318256327243257,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,53,Desconhecido,,46-60
1140.0,7.039660349862076,Feminino,Preta,Maranhão,10.0,Mestrado incompleto,36,Desconhecido,Serviços,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,32,Desconhecido,,26-35
50.0,3.9318256327243257,Masculino,Parda,Maranhão,2.0,Sem instrução,41,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Masculino,Preta,Maranhão,7.0,Médio completo,24,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Maranhão,12.0,Doutorado incompleto,36,Desconhecido,,36-45
50.0,3.9318256327243257,Masculino,Parda,Maranhão,,,16,Desconhecido,Comércio,0-17
1.0,0.6931471805599453,Masculino,Preta,Maranhão,10.0,Mestrado incompleto,20,Desconhecido,,18-25
1.0,0.6931471805599453,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,19,Desconhecido,,18-25
2121160.0,14.567474138256744,Masculino,Parda,Maranhão,7.0,Médio completo,38,Desconhecido,,36-45
1.0,0.6931471805599453,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,24,Desconhecido,,18-25
1150.0,7.048386408721883,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,28,Desconhecido,Indústria,26-35
2.0,1.0986122886681098,Masculino,Parda,Maranhão,7.0,Médio completo,44,Desconhecido,Comércio,36-45
12.0,2.5649493574615367,Masculino,Parda,Maranhão,7.0,Médio completo,28,Desconhecido,Comércio,26-35
1.0,0.6931471805599453,Masculino,Parda,Maranhão,,,18,Desconhecido,,18-25
1130.0,7.030857476116121,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,64,Desconhecido,Serviços,61-80
20.0,3.044522437723423,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,24,Desconhecido,Comércio,18-25
20.0,3.044522437723423,Feminino,Parda,Maranhão,,,36,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,38,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,12.0,Doutorado incompleto,27,Desconhecido,,26-35
2121110.0,14.567450565982263,Masculino,Parda,Maranhão,7.0,Médio completo,19,Desconhecido,,18-25
210000.0,12.25486757159303,Masculino,Parda,Maranhão,7.0,Médio completo,48,Desconhecido,Comércio,46-60
1160.0,7.057036981697891,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,36,Desconhecido,Serviços,36-45
1130.0,7.030857476116121,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,47,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,5.0,Fundamental completo,56,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,30,Desconhecido,Comércio,26-35
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,19,Desconhecido,,18-25
2121110.0,14.567450565982263,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,56,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,42,Desconhecido,,36-45
2321160.0,14.657578049503124,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,26,Desconhecido,,26-35
1.0,0.6931471805599453,Masculino,Parda,Maranhão,,,42,Desconhecido,,36-45
1.0,0.6931471805599453,Masculino,Parda,Maranhão,,,48,Desconhecido,,46-60
2.0,1.0986122886681098,Feminino,Parda,Maranhão,3.0,Fund. 1ª a 4ª série,42,Desconhecido,,36-45
2621110.0,14.779108831656794,Masculino,Parda,Maranhão,,,18,Desconhecido,,18-25
1150.0,7.048386408721883,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,54,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,5.0,Fundamental completo,73,Desconhecido,,61-80
2121153.0,14.567470838171767,Masculino,Parda,Maranhão,7.0,Médio completo,47,Desconhecido,,46-60
1140.0,7.039660349862076,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,41,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,8.0,Superior incompleto,40,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,40,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,39,Desconhecido,,36-45
50.0,3.9318256327243257,Masculino,Parda,Maranhão,,,52,Desconhecido,Comércio,46-60
50.0,3.9318256327243257,Feminino,Parda,Maranhão,7.0,Médio completo,71,Desconhecido,,61-80
10.0,2.3978952727983707,Masculino,Branca,Maranhão,,,28,Desconhecido,,26-35
50.0,3.9318256327243257,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,26,Desconhecido,,26-35
2121110.0,14.567450565982263,Masculino,Parda,Maranhão,7.0,Médio completo,59,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Parda,Maranhão,7.0,Médio completo,39,Desconhecido,,36-45
1321206.0,14.09405627069848,Feminino,Preta,Maranhão,7.0,Médio completo,58,Desconhecido,,46-60
212221.0,12.265388175565626,Masculino,Preta,Maranhão,7.0,Médio completo,30,Desconhecido,,26-35
1.0,0.6931471805599453,Feminino,Parda,Maranhão,,,65,Desconhecido,,61-80
2.0,1.0986122886681098,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,40,Desconhecido,Serviços,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,21,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,34,Desconhecido,,26-35
2.0,1.0986122886681098,Masculino,Amarela,Maranhão,10.0,Mestrado incompleto,44,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,38,Desconhecido,,36-45
2121110.0,14.567450565982263,Masculino,Preta,Maranhão,7.0,Médio completo,31,Desconhecido,,26-35
2121110.0,14.567450565982263,Masculino,Parda,Maranhão,7.0,Médio completo,73,Desconhecido,,61-80
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,28,Desconhecido,,26-35
2.0,1.0986122886681098,Feminino,Parda,Maranhão,7.0,Médio completo,53,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Preta,Maranhão,7.0,Médio completo,38,Desconhecido,,36-45
1150.0,7.048386408721883,Feminino,Parda,Maranhão,13.0,Doutorado completo,47,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Masculino,Preta,Maranhão,,,22,Desconhecido,,18-25
2421160.0,14.699757735154757,Feminino,Preta,Maranhão,,,14,Desconhecido,,0-17
2.0,1.0986122886681098,Feminino,Preta,Maranhão,7.0,Médio completo,22,Desconhecido,,18-25
12.0,2.5649493574615367,Masculino,Branca,Maranhão,10.0,Mestrado incompleto,42,Desconhecido,Comércio,36-45
212121.0,12.264916859831924,Masculino,Preta,Maranhão,10.0,Mestrado incompleto,41,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,33,Desconhecido,Serviços,26-35
2121110.0,14.567450565982263,Masculino,Parda,Maranhão,7.0,Médio completo,39,Desconhecido,,36-45
50.0,3.9318256327243257,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,22,Desconhecido,,18-25
212121.0,12.264916859831924,Masculino,Parda,Maranhão,6.0,Médio incompleto,72,Desconhecido,,61-80
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,52,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,47,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,36,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,38,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,20,Desconhecido,Serviços,18-25
1.0,0.6931471805599453,Masculino,Branca,Maranhão,7.0,Médio completo,56,Desconhecido,,46-60
50.0,3.9318256327243257,Masculino,Parda,Maranhão,7.0,Médio completo,43,Desconhecido,Comércio,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,7.0,Médio completo,50,Desconhecido,Comércio,46-60
1.0,0.6931471805599453,Feminino,Parda,Maranhão,,,19,Desconhecido,,18-25
1200.0,7.0909098220799835,Feminino,Parda,Maranhão,12.0,Doutorado incompleto,49,Desconhecido,Serviços,46-60
1130.0,7.030857476116121,Feminino,Parda,Maranhão,6.0,Médio incompleto,57,Desconhecido,Serviços,46-60
20.0,3.044522437723423,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,49,Desconhecido,Serviços,46-60
20.0,3.044522437723423,Masculino,Parda,Maranhão,7.0,Médio completo,58,Desconhecido,Serviços,46-60
1176.0,7.0707241072602764,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,41,Desconhecido,Serviços,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,,,33,Desconhecido,,26-35
2.0,1.0986122886681098,Feminino,Parda,Maranhão,,,74,Desconhecido,,61-80
20.0,3.044522437723423,Masculino,Preta,Maranhão,12.0,Doutorado incompleto,52,Desconhecido,Comércio,46-60
2111170.0,14.562753327813171,Masculino,Parda,Maranhão,7.0,Médio completo,62,Desconhecido,,61-80
1.0,0.6931471805599453,Feminino,Parda,Maranhão,,,16,Desconhecido,,0-17
1.0,0.6931471805599453,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,26,Desconhecido,,26-35
50.0,3.9318256327243257,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,34,Desconhecido,Agricultura,26-35
20.0,3.044522437723423,Masculino,Parda,Maranhão,10.0,Mestrado incompleto,44,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Masculino,Parda,Maranhão,,,21,Desconhecido,,18-25
20.0,3.044522437723423,Masculino,Branca,Maranhão,7.0,Médio completo,55,Desconhecido,Serviços,46-60
50.0,3.9318256327243257,Masculino,Parda,Maranhão,7.0,Médio completo,25,Desconhecido,Agricultura,18-25
1.0,0.6931471805599453,Feminino,Preta,Maranhão,,,40,Desconhecido,,36-45
20.0,3.044522437723423,Feminino,Parda,Maranhão,,,38,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Feminino,Branca,Maranhão,10.0,Mestrado incompleto,42,Desconhecido,Serviços,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,24,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,32,Desconhecido,,26-35
2321170.0,14.65758235768272,Masculino,Parda,Maranhão,,,51,Desconhecido,,46-60
2.0,1.0986122886681098,Feminino,Preta,Maranhão,3.0,Fund. 1ª a 4ª série,53,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Parda,Maranhão,7.0,Médio completo,31,Desconhecido,,26-35
2121200.0,14.567492995676266,Masculino,Preta,Maranhão,7.0,Médio completo,47,Desconhecido,,46-60
2.0,1.0986122886681098,Feminino,Parda,Maranhão,,,14,Desconhecido,,0-17
1140.0,7.039660349862076,Feminino,Branca,Maranhão,12.0,Doutorado incompleto,47,Desconhecido,Serviços,46-60
50.0,3.9318256327243257,Feminino,Parda,Maranhão,10.0,Mestrado incompleto,35,Desconhecido,,26-35
221221.0,12.306922001189267,Masculino,Parda,Maranhão,7.0,Médio completo,41,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Parda,Maranhão,7.0,Médio completo,42,Desconhecido,,36-45
