Renda_Total,log_renda,Sexo,Cor_Raca,UF,Escolaridade_Num,Escolaridade_Label,Idade,Setor_Economico,Area_Atuacao,Faixa_Etaria
2.0,1.0986122886681098,Masculino,Parda,Bahia,7.0,Médio completo,31,Desconhecido,,26-35
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,27,Desconhecido,,26-35
20.0,3.044522437723423,Feminino,Preta,Bahia,10.0,Mestrado incompleto,47,Desconhecido,Comércio,46-60
1.0,0.6931471805599453,Masculino,Parda,Bahia,7.0,Médio completo,24,Desconhecido,,18-25
1.0,0.6931471805599453,Masculino,Parda,Bahia,7.0,Médio completo,38,Desconhecido,,36-45
1150.0,7.048386408721883,Masculino,Parda,Bahia,12.0,Doutorado incompleto,44,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Masculino,Parda,Bahia,10.0,Mestrado incompleto,25,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Masculino,Preta,Bahia,7.0,Médio completo,34,Desconhecido,,26-35
1160.0,7.057036981697891,Masculino,Preta,Bahia,12.0,Doutorado incompleto,56,Desconhecido,Serviços,46-60
20.0,3.044522437723423,Feminino,Preta,Bahia,10.0,Mestrado incompleto,51,Desconhecido,Agricultura,46-60
2.0,1.0986122886681098,Masculino,Preta,Bahia,10.0,Mestrado incompleto,69,Desconhecido,,61-80
2121110.0,14.567450565982263,Masculino,Preta,Bahia,10.0,Mestrado incompleto,58,Desconhecido,,46-60
2121110.0,14.567450565982263,Masculino,Preta,Bahia,,,74,Desconhecido,,61-80
2.0,1.0986122886681098,Feminino,Preta,Bahia,7.0,Médio completo,54,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Parda,Bahia,7.0,Médio completo,47,Desconhecido,Comércio,46-60
2.0,1.0986122886681098,Feminino,Branca,Bahia,7.0,Médio completo,49,Desconhecido,,46-60
2.0,1.0986122886681098,Masculino,Branca,Bahia,5.0,Fundamental completo,75,Desconhecido,,61-80
50.0,3.9318256327243257,Feminino,Parda,Bahia,10.0,Mestrado incompleto,44,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Preta,Bahia,,,16,Desconhecido,,0-17
40.0,3.713572066704308,Masculino,Parda,Bahia,3.0,Fund. 1ª a 4ª série,61,Desconhecido,Comércio,61-80
1.0,0.6931471805599453,Masculino,Parda,Bahia,7.0,Médio completo,20,Desconhecido,,18-25
20.0,3.044522437723423,Feminino,Preta,Bahia,7.0,Médio completo,50,Desconhecido,,46-60
2.0,1.0986122886681098,Feminino,Preta,Bahia,7.0,Médio completo,38,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,7.0,Médio completo,43,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Preta,Bahia,10.0,Mestrado incompleto,36,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,49,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Parda,Bahia,5.0,Fundamental completo,60,Desconhecido,Agricultura,46-60
50.0,3.9318256327243257,Feminino,Preta,Bahia,10.0,Mestrado incompleto,51,Desconhecido,Agricultura,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,38,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Parda,Bahia,7.0,Médio completo,54,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,45,Desconhecido,,36-45
2121160.0,14.567474138256744,Masculino,Parda,Bahia,7.0,Médio completo,48,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Branca,Bahia,10.0,Mestrado incompleto,50,Desconhecido,Comércio,46-60
1130.0,7.030857476116121,Masculino,Parda,Bahia,13.0,Doutorado completo,59,Desconhecido,Serviços,46-60
2.0,1.0986122886681098,Feminino,Branca,Bahia,,,17,Desconhecido,,0-17
50.0,3.9318256327243257,Masculino,Parda,Bahia,7.0,Médio completo,37,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Masculino,Preta,Bahia,10.0,Mestrado incompleto,18,Desconhecido,,18-25
20.0,3.044522437723423,Masculino,Preta,Bahia,10.0,Mestrado incompleto,27,Desconhecido,Comércio,26-35
20.0,3.044522437723423,Masculino,Parda,Bahia,10.0,Mestrado incompleto,18,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Masculino,Parda,Bahia,3.0,Fund. 1ª a 4ª série,57,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Parda,Bahia,10.0,Mestrado incompleto,37,Desconhecido,Comércio,36-45
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,35,Desconhecido,,26-35
1.0,0.6931471805599453,Masculino,Parda,Bahia,,,75,Desconhecido,,61-80
13.0,2.6390573296152584,Feminino,Branca,Bahia,7.0,Médio completo,50,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,7.0,Médio completo,32,Desconhecido,,26-35
1.0,0.6931471805599453,Feminino,Preta,Bahia,10.0,Mestrado incompleto,39,Desconhecido,,36-45
2321160.0,14.657578049503124,Masculino,Parda,Bahia,7.0,Médio completo,23,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,41,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Preta,Bahia,7.0,Médio completo,28,Desconhecido,Comércio,26-35
1150.0,7.048386408721883,Masculino,Preta,Bahia,13.0,Doutorado completo,52,Desconhecido,Indústria,46-60
2.0,1.0986122886681098,Feminino,Parda,Bahia,5.0,Fundamental completo,52,Desconhecido,,46-60
2.0,1.0986122886681098,Masculino,Parda,Bahia,7.0,Médio completo,34,Desconhecido,,26-35
20.0,3.044522437723423,Feminino,Preta,Bahia,10.0,Mestrado incompleto,29,Desconhecido,Comércio,26-35
20.0,3.044522437723423,Feminino,Branca,Bahia,12.0,Doutorado incompleto,23,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Masculino,Preta,Bahia,10.0,Mestrado incompleto,20,Desconhecido,,18-25
50.0,3.9318256327243257,Feminino,Preta,Bahia,,,18,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Feminino,Parda,Bahia,5.0,Fundamental completo,57,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Parda,Bahia,10.0,Mestrado incompleto,54,Desconhecido,Comércio,46-60
1140.0,7.039660349862076,Feminino,Branca,Bahia,12.0,Doutorado incompleto,54,Desconhecido,Serviços,46-60
60.0,4.110873864173311,Feminino,Preta,Bahia,10.0,Mestrado incompleto,21,Desconhecido,Comércio,18-25
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,36,Desconhecido,Comércio,36-45
20.0,3.044522437723423,Masculino,Branca,Bahia,10.0,Mestrado incompleto,55,Desconhecido,Comércio,46-60
2.0,1.0986122886681098,Feminino,Preta,Bahia,7.0,Médio completo,60,Desconhecido,,46-60
2421130.0,14.699745344328264,Masculino,Preta,Bahia,7.0,Médio completo,34,Desconhecido,,26-35
20.0,3.044522437723423,Masculino,Parda,Bahia,3.0,Fund. 1ª a 4ª série,45,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,7.0,Médio completo,26,Desconhecido,,26-35
1.0,0.6931471805599453,Feminino,Branca,Bahia,3.0,Fund. 1ª a 4ª série,54,Desconhecido,,46-60
50.0,3.9318256327243257,Masculino,Parda,Bahia,7.0,Médio completo,45,Desconhecido,Comércio,36-45
2.0,1.0986122886681098,Feminino,Parda,Bahia,,,39,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,5.0,Fundamental completo,57,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Branca,Bahia,7.0,Médio completo,43,Desconhecido,,36-45
1.0,0.6931471805599453,Masculino,Parda,Bahia,7.0,Médio completo,48,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,,,16,Desconhecido,,0-17
1.0,0.6931471805599453,Masculino,Parda,Bahia,,,20,Desconhecido,,18-25
1130.0,7.030857476116121,Feminino,Branca,Bahia,10.0,Mestrado incompleto,53,Desconhecido,Serviços,46-60
1121120.0,13.92983963556914,Masculino,Parda,Bahia,7.0,Médio completo,58,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Parda,Bahia,10.0,Mestrado incompleto,20,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Feminino,Preta,Bahia,,,18,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,32,Desconhecido,,26-35
1.0,0.6931471805599453,Feminino,Parda,Bahia,7.0,Médio completo,25,Desconhecido,,18-25
1.0,0.6931471805599453,Masculino,Parda,Bahia,3.0,Fund. 1ª a 4ª série,66,Desconhecido,,61-80
1.0,0.6931471805599453,Feminino,Preta,Bahia,7.0,Médio completo,48,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Parda,Bahia,7.0,Médio completo,34,Desconhecido,,26-35
50.0,3.9318256327243257,Feminino,Parda,Bahia,,,40,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Parda,Bahia,7.0,Médio completo,67,Desconhecido,,61-80
80.0,4.394449154672439,Feminino,Amarela,Bahia,,,24,Desconhecido,Serviços,18-25
2.0,1.0986122886681098,Masculino,Preta,Bahia,5.0,Fundamental completo,59,Desconhecido,,46-60
50.0,3.9318256327243257,Masculino,Parda,Bahia,12.0,Doutorado incompleto,43,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Masculino,Branca,Bahia,7.0,Médio completo,54,Desconhecido,,46-60
2121140.0,14.56746470941363,Masculino,Branca,Bahia,12.0,Doutorado incompleto,51,Desconhecido,Administração Pública,46-60
1130.0,7.030857476116121,Feminino,Indígena,Bahia,10.0,Mestrado incompleto,62,Desconhecido,Serviços,61-80
2.0,1.0986122886681098,Masculino,Preta,Bahia,10.0,Mestrado incompleto,39,Desconhecido,Serviços,36-45
2121170.0,14.567478852644962,Masculino,Parda,Bahia,7.0,Médio completo,55,Desconhecido,,46-60
2.0,1.0986122886681098,Feminino,Parda,Bahia,7.0,Médio completo,42,Desconhecido,,36-45
12.0,2.5649493574615367,Masculino,Parda,Bahia,10.0,Mestrado incompleto,27,Desconhecido,Comércio,26-35
20.0,3.044522437723423,Masculino,Preta,Bahia,10.0,Mestrado incompleto,30,Desconhecido,Comércio,26-35
1.0,0.6931471805599453,Masculino,Parda,Bahia,,,64,Desconhecido,,61-80
50.0,3.9318256327243257,Masculino,Amarela,Bahia,10.0,Mestrado incompleto,43,Desconhecido,Comércio,36-45
2.0,1.0986122886681098,Feminino,Parda,Bahia,7.0,Médio completo,30,Desconhecido,,26-35
50.0,3.9318256327243257,Masculino,Parda,Bahia,,,18,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Feminino,Parda,Bahia,,,15,Desconhecido,,0-17
1.0,0.6931471805599453,Feminino,Indígena,Bahia,7.0,Médio completo,21,Desconhecido,,18-25
2121180.0,14.567483567010955,Masculino,Parda,Bahia,7.0,Médio completo,59,Desconhecido,,46-60
2121120.0,14.567455280481612,Masculino,Branca,Bahia,,,47,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Parda,Bahia,,,14,Desconhecido,,0-17
2.0,1.0986122886681098,Feminino,Preta,Bahia,2.0,Sem instrução,75,Desconhecido,,61-80
1.0,0.6931471805599453,Masculino,Branca,Bahia,,,50,Desconhecido,,46-60
30.0,3.4339872044851463,Masculino,Preta,Bahia,2.0,Sem instrução,47,Desconhecido,Comércio,46-60
20.0,3.044522437723423,Masculino,Parda,Bahia,10.0,Mestrado incompleto,47,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Preta,Bahia,12.0,Doutorado incompleto,39,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Preta,Bahia,,,77,Desconhecido,,61-80
1.0,0.6931471805599453,Feminino,Preta,Bahia,10.0,Mestrado incompleto,43,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Preta,Bahia,10.0,Mestrado incompleto,34,Desconhecido,Agricultura,26-35
1.0,0.6931471805599453,Feminino,Branca,Bahia,10.0,Mestrado incompleto,45,Desconhecido,,36-45
20.0,3.044522437723423,Feminino,Preta,Bahia,,,52,Desconhecido,Comércio,46-60
80.0,4.394449154672439,Masculino,Parda,Bahia,10.0,Mestrado incompleto,44,Desconhecido,Comércio,36-45
80.0,4.394449154672439,Masculino,Preta,Bahia,7.0,Médio completo,22,Desconhecido,Comércio,18-25
20.0,3.044522437723423,Masculino,Branca,Bahia,10.0,Mestrado incompleto,23,Desconhecido,Comércio,18-25
2.0,1.0986122886681098,Masculino,Parda,Bahia,5.0,Fundamental completo,70,Desconhecido,,61-80
20.0,3.044522437723423,Masculino,Parda,Bahia,10.0,Mestrado incompleto,34,Desconhecido,Comércio,26-35
2.0,1.0986122886681098,Feminino,Branca,Bahia,10.0,Mestrado incompleto,40,Desconhecido,,36-45
2.0,1.0986122886681098,Masculino,Parda,Bahia,,,74,Desconhecido,,61-80
20.0,3.044522437723423,Masculino,Parda,Bahia,10.0,Mestrado incompleto,39,Desconhecido,,36-45
20.0,3.044522437723423,Feminino,Parda,Bahia,10.0,Mestrado incompleto,27,Desconhecido,Comércio,26-35
1140.0,7.039660349862076,Feminino,Preta,Bahia,13.0,Doutorado completo,30,Desconhecido,Serviços,26-35
1.0,0.6931471805599453,Masculino,Parda,Bahia,,,17,Desconhecido,,0-17
2121120.0,14.567455280481612,Masculino,Parda,Bahia,7.0,Médio completo,45,Desconhecido,,36-45
2.0,1.0986122886681098,Masculino,Preta,Bahia,10.0,Mestrado incompleto,22,Desconhecido,Comércio,18-25
50.0,3.9318256327243257,Masculino,Branca,Bahia,7.0,Médio completo,55,Desconhecido,Comércio,46-60
1.0,0.6931471805599453,Masculino,Branca,Bahia,7.0,Médio completo,30,Desconhecido,,26-35
1.0,0.6931471805599453,Masculino,Preta,Bahia,,,16,Desconhecido,,0-17
2.0,1.0986122886681098,Feminino,Parda,Bahia,,,17,Desconhecido,,0-17
20.0,3.044522437723423,Feminino,Preta,Bahia,7.0,Médio completo,53,Desconhecido,Serviços,46-60
2.0,1.0986122886681098,Masculino,Branca,Bahia,3.0,Fund. 1ª a 4ª série,50,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,50,Desconhecido,,46-60
1130.0,7.030857476116121,Feminino,Parda,Bahia,,,41,Desconhecido,Serviços,36-45
1160.0,7.057036981697891,Masculino,Branca,Bahia,12.0,Doutorado incompleto,36,Desconhecido,Serviços,36-45
1150.0,7.048386408721883,Feminino,Branca,Bahia,12.0,Doutorado incompleto,67,Desconhecido,Serviços,61-80
20.0,3.044522437723423,Feminino,Parda,Bahia,,,26,Desconhecido,Comércio,26-35
20.0,3.044522437723423,Feminino,Preta,Bahia,,,46,Desconhecido,Agricultura,46-60
1.0,0.6931471805599453,Feminino,Preta,Bahia,7.0,Médio completo,49,Desconhecido,,46-60
20.0,3.044522437723423,Feminino,Parda,Bahia,7.0,Médio completo,48,Desconhecido,Comércio,46-60
2121110.0,14.567450565982263,Masculino,Parda,Bahia,,,60,Desconhecido,,46-60
2121120.0,14.567455280481612,Masculino,Preta,Bahia,,,66,Desconhecido,,61-80
1150.0,7.048386408721883,Masculino,Preta,Bahia,13.0,Doutorado completo,61,Desconhecido,Serviços,61-80
20.0,3.044522437723423,Masculino,Preta,Bahia,,,38,Desconhecido,Comércio,36-45
2121160.0,14.567474138256744,Masculino,Parda,Bahia,,,68,Desconhecido,,61-80
1.0,0.6931471805599453,Masculino,Preta,Bahia,,,16,Desconhecido,,0-17
2.0,1.0986122886681098,Feminino,Preta,Bahia,3.0,Fund. 1ª a 4ª série,58,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Parda,Bahia,10.0,Mestrado incompleto,23,Desconhecido,Comércio,18-25
2.0,1.0986122886681098,Masculino,Parda,Bahia,10.0,Mestrado incompleto,41,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,7.0,Médio completo,42,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,7.0,Médio completo,30,Desconhecido,,26-35
1.0,0.6931471805599453,Masculino,Preta,Bahia,10.0,Mestrado incompleto,20,Desconhecido,,18-25
1130.0,7.030857476116121,Feminino,Preta,Bahia,10.0,Mestrado incompleto,64,Desconhecido,Serviços,61-80
1.0,0.6931471805599453,Feminino,Preta,Bahia,12.0,Doutorado incompleto,40,Desconhecido,,36-45
20.0,3.044522437723423,Feminino,Branca,Bahia,,,20,Desconhecido,Comércio,18-25
2121110.0,14.567450565982263,Masculino,Parda,Bahia,10.0,Mestrado incompleto,69,Desconhecido,,61-80
20.0,3.044522437723423,Feminino,Preta,Bahia,10.0,Mestrado incompleto,49,Desconhecido,Comércio,46-60
1.0,0.6931471805599453,Masculino,Indígena,Bahia,7.0,Médio completo,50,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,,,66,Desconhecido,,61-80
2.0,1.0986122886681098,Feminino,Parda,Bahia,7.0,Médio completo,42,Desconhecido,,36-45
2.0,1.0986122886681098,Masculino,Preta,Bahia,,,45,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,7.0,Médio completo,36,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,,,23,Desconhecido,,18-25
20.0,3.044522437723423,Feminino,Branca,Bahia,10.0,Mestrado incompleto,24,Desconhecido,Comércio,18-25
20.0,3.044522437723423,Masculino,Branca,Bahia,11.0,Mestrado completo,25,Desconhecido,,18-25
2.0,1.0986122886681098,Masculino,Parda,Bahia,3.0,Fund. 1ª a 4ª série,58,Desconhecido,Serviços,46-60
20.0,3.044522437723423,Masculino,Branca,Bahia,7.0,Médio completo,42,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,25,Desconhecido,Comércio,18-25
1.0,0.6931471805599453,Masculino,Parda,Bahia,7.0,Médio completo,42,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Preta,Bahia,,,50,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Parda,Bahia,12.0,Doutorado incompleto,30,Desconhecido,,26-35
2.0,1.0986122886681098,Feminino,Branca,Bahia,5.0,Fundamental completo,76,Desconhecido,,61-80
20.0,3.044522437723423,Feminino,Preta,Bahia,10.0,Mestrado incompleto,50,Desconhecido,Agricultura,46-60
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,59,Desconhecido,,46-60
2421110.0,14.699737083691971,Masculino,Branca,Bahia,7.0,Médio completo,78,Desconhecido,,61-80
40.0,3.713572066704308,Feminino,Preta,Bahia,10.0,Mestrado incompleto,20,Desconhecido,,18-25
1.0,0.6931471805599453,Masculino,Branca,Bahia,,,17,Desconhecido,,0-17
1.0,0.6931471805599453,Feminino,Parda,Bahia,,,18,Desconhecido,,18-25
2121110.0,14.567450565982263,Masculino,Preta,Bahia,7.0,Médio completo,45,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Preta,Bahia,10.0,Mestrado incompleto,40,Desconhecido,,36-45
1130.0,7.030857476116121,Feminino,Branca,Bahia,12.0,Doutorado incompleto,38,Desconhecido,Serviços,36-45
2121110.0,14.567450565982263,Masculino,Preta,Bahia,,,87,Desconhecido,,81+
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,28,Desconhecido,,26-35
20.0,3.044522437723423,Masculino,Preta,Bahia,10.0,Mestrado incompleto,24,Desconhecido,Serviços,18-25
60.0,4.110873864173311,Masculino,Parda,Bahia,10.0,Mestrado incompleto,28,Desconhecido,Comércio,26-35
40.0,3.713572066704308,Masculino,Parda,Bahia,7.0,Médio completo,21,Desconhecido,Comércio,18-25
50.0,3.9318256327243257,Masculino,Parda,Bahia,,,46,Desconhecido,Comércio,46-60
2121110.0,14.567450565982263,Masculino,Parda,Bahia,,,17,Desconhecido,,0-17
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,22,Desconhecido,,18-25
1140.0,7.039660349862076,Masculino,Parda,Bahia,10.0,Mestrado incompleto,39,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Feminino,Parda,Bahia,10.0,Mestrado incompleto,44,Desconhecido,,36-45
50.0,3.9318256327243257,Feminino,Preta,Bahia,10.0,Mestrado incompleto,36,Desconhecido,,36-45
20.0,3.044522437723423,Masculino,Preta,Bahia,7.0,Médio completo,58,Desconhecido,,46-60
1.0,0.6931471805599453,Masculino,Branca,Bahia,10.0,Mestrado incompleto,24,Desconhecido,,18-25
20.0,3.044522437723423,Masculino,Parda,Bahia,,,49,Desconhecido,Comércio,46-60
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,35,Desconhecido,Comércio,26-35
2.0,1.0986122886681098,Masculino,Parda,Bahia,3.0,Fund. 1ª a 4ª série,64,Desconhecido,,61-80
2.0,1.0986122886681098,Feminino,Parda,Bahia,7.0,Médio completo,60,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,23,Desconhecido,,18-25
2.0,1.0986122886681098,Masculino,Preta,Bahia,10.0,Mestrado incompleto,39,Desconhecido,,36-45
1.0,0.6931471805599453,Masculino,Parda,Bahia,7.0,Médio completo,19,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,38,Desconhecido,,36-45
1140.0,7.039660349862076,Masculino,Amarela,Bahia,10.0,Mestrado incompleto,31,Desconhecido,Serviços,26-35
1.0,0.6931471805599453,Feminino,Preta,Bahia,8.0,Superior incompleto,61,Desconhecido,,61-80
20.0,3.044522437723423,Feminino,Branca,Bahia,10.0,Mestrado incompleto,23,Desconhecido,Comércio,18-25
60.0,4.110873864173311,Masculino,Branca,Bahia,10.0,Mestrado incompleto,24,Desconhecido,Comércio,18-25
2.0,1.0986122886681098,Masculino,Parda,Bahia,7.0,Médio completo,36,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,28,Desconhecido,,26-35
1111185.0,13.920938471350823,Masculino,Branca,Bahia,12.0,Doutorado incompleto,59,Desconhecido,Administração Pública,46-60
1.0,0.6931471805599453,Feminino,Preta,Bahia,10.0,Mestrado incompleto,45,Desconhecido,,36-45
50.0,3.9318256327243257,Masculino,Parda,Bahia,7.0,Médio completo,30,Desconhecido,Comércio,26-35
20.0,3.044522437723423,Feminino,Parda,Bahia,10.0,Mestrado incompleto,46,Desconhecido,Serviços,46-60
1.0,0.6931471805599453,Masculino,Parda,Bahia,8.0,Superior incompleto,48,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,29,Desconhecido,,26-35
2.0,1.0986122886681098,Feminino,Branca,Bahia,,,82,Desconhecido,,81+
2111130.0,14.562734380802748,Masculino,Parda,Bahia,7.0,Médio completo,56,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Branca,Bahia,,,19,Desconhecido,,18-25
50.0,3.9318256327243257,Feminino,Preta,Bahia,11.0,Mestrado completo,36,Desconhecido,,36-45
1.0,0.6931471805599453,Feminino,Preta,Bahia,,,19,Desconhecido,,18-25
50.0,3.9318256327243257,Masculino,Parda,Bahia,7.0,Médio completo,43,Desconhecido,,36-45
212121.0,12.264916859831924,Feminino,Parda,Bahia,7.0,Médio completo,58,Desconhecido,,46-60
2.0,1.0986122886681098,Feminino,Parda,Bahia,7.0,Médio completo,59,Desconhecido,,46-60
20.0,3.044522437723423,Masculino,Branca,Bahia,10.0,Mestrado incompleto,43,Desconhecido,Serviços,36-45
20.0,3.044522437723423,Feminino,Branca,Bahia,10.0,Mestrado incompleto,40,Desconhecido,Serviços,36-45
1140.0,7.039660349862076,Feminino,Parda,Bahia,10.0,Mestrado incompleto,58,Desconhecido,Serviços,46-60
50.0,3.9318256327243257,Masculino,Preta,Bahia,10.0,Mestrado incompleto,21,Desconhecido,Comércio,18-25
50.0,3.9318256327243257,Masculino,Parda,Bahia,10.0,Mestrado incompleto,39,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Masculino,Parda,Bahia,7.0,Médio completo,49,Desconhecido,,46-60
2121140.0,14.56746470941363,Feminino,Parda,Bahia,10.0,Mestrado incompleto,30,Desconhecido,,26-35
2.0,1.0986122886681098,Feminino,Parda,Bahia,7.0,Médio completo,34,Desconhecido,,26-35
20.0,3.044522437723423,Feminino,Parda,Bahia,10.0,Mestrado incompleto,42,Desconhecido,Comércio,36-45
1.0,0.6931471805599453,Feminino,Branca,Bahia,,,14,Desconhecido,,0-17
20.0,3.044522437723423,Masculino,Preta,Bahia,10.0,Mestrado incompleto,30,Desconhecido,Comércio,26-35
20.0,3.044522437723423,Feminino,Branca,Bahia,,,19,Desconhecido,Comércio,18-25
2121110.0,14.567450565982263,Feminino,Parda,Bahia,10.0,Mestrado incompleto,24,Desconhecido,,18-25
1.0,0.6931471805599453,Feminino,Parda,Bahia,10.0,Mestrado incompleto,32,Desconhecido,,26-35
2621110.0,14.779108831656794,Masculino,Preta,Bahia,,,57,Desconhecido,,46-60
1.0,0.6931471805599453,Feminino,Parda,Bahia,11.0,Mestrado completo,35,Desconhecido,,26-35
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,42,Desconhecido,Agricultura,36-45
2.0,1.0986122886681098,Masculino,Parda,Bahia,7.0,Médio completo,47,Desconhecido,Serviços,46-60
2121110.0,14.567450565982263,Feminino,Branca,Bahia,7.0,Médio completo,35,Desconhecido,,26-35
20.0,3.044522437723423,Feminino,Parda,Bahia,10.0,Mestrado incompleto,29,Desconhecido,Comércio,26-35
1.0,0.6931471805599453,Feminino,Parda,Bahia,,,20,Desconhecido,,18-25
20.0,3.044522437723423,Feminino,Parda,Bahia,10.0,Mestrado incompleto,26,Desconhecido,Comércio,26-35
20.0,3.044522437723423,Feminino,Preta,Bahia,10.0,Mestrado incompleto,21,Desconhecido,Agricultura,18-25
20.0,3.044522437723423,Feminino,Preta,Bahia,10.0,Mestrado incompleto,44,Desconhecido,Agricultura,36-45
42.0,3.7612001156935624,Feminino,Parda,Bahia,10.0,Mestrado incompleto,21,Desconhecido,Comércio,18-25
2.0,1.0986122886681098,Feminino,Parda,Bahia,7.0,Médio completo,51,Desconhecido,,46-60
60.0,4.110873864173311,Feminino,Preta,Bahia,10.0,Mestrado incompleto,62,Desconhecido,Agricultura,61-80
60.0,4.110873864173311,Masculino,Parda,Bahia,12.0,Doutorado incompleto,56,Desconhecido,Comércio,46-60
20.0,3.044522437723423,Feminino,Branca,Bahia,10.0,Mestrado incompleto,55,Desconhecido,,46-60
1130.0,7.030857476116121,Feminino,Parda,Bahia,10.0,Mestrado incompleto,54,Desconhecido,Serviços,46-60
20.0,3.044522437723423,Feminino,Parda,Bahia,7.0,Médio completo,47,Desconhecido,,46-60
1130.0,7.030857476116121,Feminino,Parda,Bahia,10.0,Mestrado incompleto,44,Desconhecido,Serviços,36-45
1.0,0.6931471805599453,Feminino,Branca,Bahia,10.0,Mestrado incompleto,52,Desconhecido,,46-60
2311160.0,14.653260553640802,Feminino,Preta,Bahia,7.0,Médio completo,39,Desconhecido,,36-45
2.0,1.0986122886681098,Feminino,Parda,Bahia,10.0,Mestrado incompleto,28,Desconhecido,,26-35
2421190.0,14.699770125827719,Feminino,Preta,Bahia,10.0,Mestrado incompleto,24,Desconhecido,,18-25
20.0,3.044522437723423,Feminino,Parda,Bahia,10.0,Mestrado incompleto,56,Desconhecido,Comércio,46-60
