Valor_Real_log,Valor_Previsto_log
1.0986122886681098,2.535132909410509
1.0986122886681098,2.5258321348801354
2.772588722239781,4.408554178275116
14.699757735154757,2.463616026451065
0.6931471805599453,1.0312097242017453
7.099201743553092,6.472736797003625
14.657595282110147,13.617121228168534
0.6931471805599453,2.513292075179308
1.0986122886681098,4.189368790856022
0.6931471805599453,3.9603176870359995
12.266800791399572,4.163492975800752
1.0986122886681098,2.829340141952893
3.044522437723423,2.3042590207769384
3.044522437723423,2.9783632518507757
7.065613363597717,7.077174581458285
7.039660349862076,7.459640795023496
7.065613363597717,7.269766508458144
3.044522437723423,2.556443726598228
3.044522437723423,2.7951206544217575
3.9318256327243257,6.935245973645949
16.30041812441852,3.8207892726827293
7.030857476116121,6.476757767838823
1.0986122886681098,4.647745044419168
1.0986122886681098,2.964503336177528
3.044522437723423,3.4540217270594598
7.039660349862076,7.145345501233972
12.260144077317902,2.4943716799311475
3.044522437723423,3.01466619047485
14.562743854352831,12.397193335794292
7.048386408721883,6.9249552405694965
14.567455280481612,1.8972683238545955
7.030857476116121,6.75750170478474
3.9318256327243257,3.862370324013474
3.044522437723423,2.8135434472040397
7.048386408721883,7.315418973520549
1.0986122886681098,2.9783632518507757
3.044522437723423,2.5369037554624607
0.6931471805599453,2.3865283096754983
3.9318256327243257,2.671549642572376
3.044522437723423,2.9225289618987196
7.030857476116121,6.573414464261395
3.044522437723423,2.808792136604352
14.567450565982265,7.172009173255435
0.6931471805599453,1.8043666177558255
14.567488281354724,8.676535347904267
3.044522437723423,2.751974651063688
7.030857476116121,6.618418275874756
3.044522437723423,3.5339500445821384
3.044522437723423,2.9903218456328062
14.567450565982265,6.866809189797081
3.9318256327243257,8.933663537123946
0.6931471805599453,2.9682704810302747
14.562724907162917,6.448588132400285
7.074116816197362,6.981318209625854
1.0986122886681098,3.6207912685942585
7.023758954738443,6.861539353063764
0.6931471805599453,0.5622149813463961
1.0986122886681098,2.7148143234906383
3.9318256327243257,3.6242248010375615
3.044522437723423,3.1920374374476186
7.030857476116121,5.662144647543746
3.044522437723423,3.8901842380086036
0.6931471805599453,3.2374279268553727
7.057036981697891,6.811016154519352
1.0986122886681098,6.807622258970788
14.5674694238463,9.836476418177018
7.030857476116121,6.243642753213474
14.567474138256744,4.83314088905031
0.6931471805599453,1.3451106295880968
7.039660349862076,6.43025377115929
14.699737083691971,2.9175547964471544
1.0986122886681098,3.9440794294132786
3.9318256327243257,12.192931915622882
14.562743854352831,9.5510664405968
7.039660349862076,6.850146517559546
13.929875313507958,8.704133770523573
2.5649493574615367,2.8490465901857993
7.039660349862076,6.829081723750157
3.9318256327243257,7.474804650813186
7.057036981697891,6.47507676621116
13.929869069960551,9.052176877215754
0.6931471805599453,0.9659619213718802
0.6931471805599453,1.247985752125507
14.613522581356566,8.793734111914183
0.6931471805599453,3.1409939386683012
12.306424639456878,9.58121810733761
1.0986122886681098,1.4452385491789586
3.044522437723423,2.8753902612728677
3.044522437723423,5.340273702044053
3.9318256327243257,3.105914832321732
3.044522437723423,2.370791073642398
2.5649493574615367,5.854231898252127
7.057036981697891,5.8725789002764275
1.0986122886681098,2.8110339783067673
1.0986122886681098,1.864258535909253
3.044522437723423,3.072908275687947
3.9318256327243257,11.815181467621949
7.039660349862076,5.631183324203709
1.0986122886681098,2.352716191848711
1.0986122886681098,2.7562444351717064
7.048386408721883,7.108946239673774
7.039660349862076,6.005790948780075
14.740210235347526,11.187643848491346
1.0986122886681098,3.757359836238338
7.030857476116121,5.676422337193355
3.044522437723423,2.8704412447930583
4.51085950651685,3.0274708045287726
7.048386408721883,6.87635926970656
14.567474138256744,7.322525603850473
1.0986122886681098,3.308701287632859
1.0986122886681098,2.525716564040869
0.6931471805599453,3.785679414365239
4.262679877041316,3.7633261448342337
14.567459994958734,9.694969514984795
3.044522437723423,3.214510269334063
7.057036981697891,6.616812311246649
3.9318256327243257,8.06632417218443
7.048386408721883,6.919128719028343
1.0986122886681098,3.1036101642918776
0.6931471805599453,8.406839336836027
3.713572066704308,6.950446978943406
14.562748591094222,12.3160496338967
1.0986122886681098,1.202499063335047
0.6931471805599453,0.4489048530948718
7.057036981697891,7.113904153756215
14.567459994958734,6.367175081890107
3.044522437723423,2.1442344888074385
2.6390573296152584,2.7384822960034283
3.044522437723423,2.437092509310565
7.039660349862076,7.235348493767033
7.065613363597717,7.073418485904272
0.6931471805599453,0.9483067367512463
3.044522437723423,4.859923824222203
0.6931471805599453,1.9843010027638859
14.562743854352831,10.822472374008239
0.6931471805599453,1.6127080122574031
4.394449154672439,3.4438992271085183
14.15989498194206,12.462972279655087
3.9318256327243257,7.618346986992387
14.562730591357584,4.398218587688518
1.0986122886681098,2.598066140115859
0.6931471805599453,3.105278083376898
0.6931471805599453,7.972321816371688
1.0986122886681098,1.3403642589750713
14.699761865396136,7.904664432604444
0.6931471805599453,3.975540091450548
1.0986122886681098,4.233860396332087
14.740210235347526,11.698036693317821
1.0986122886681098,2.5435499382722013
3.044522437723423,3.586124120042709
3.044522437723423,5.744292943630091
0.6931471805599453,1.0168231294624075
14.562734380802748,9.874079941486267
1.0986122886681098,2.7396945361566734
1.0986122886681098,3.0264730056504017
0.6931471805599453,1.5065415994754288
0.6931471805599453,4.238601418369845
1.0986122886681098,8.04339432727782
1.0986122886681098,2.928997336651042
7.039660349862076,6.684948256565004
1.0986122886681098,2.403832305171703
1.0986122886681098,3.2062531841833675
2.079441541679836,4.571597048398817
1.0986122886681098,2.8373190254664054
0.6931471805599453,2.535132909410509
3.713572066704308,2.780824457788992
0.6931471805599453,0.569075305109096
7.030857476116121,4.459642869878493
0.6931471805599453,7.803736571778306
14.567450565982265,10.4066884238525
3.044522437723423,2.059631520904235
