Idade,Escolaridade_Num,Sexo,Cor_Raca,UF,Area_Atuacao,log_renda_real,log_renda_prevista
28,7.0,1,3,9,5,0.6931471805599453,8.987119107026139
39,7.0,1,1,4,5,14.567450565982265,2.0826821153525215
48,7.0,1,4,17,5,3.044522437723423,6.466917851227561
33,10.0,0,3,0,2,3.044522437723423,3.1043871947963284
37,15.0,1,3,14,4,7.048386408721883,6.7938737663064455
34,10.0,1,3,20,1,3.044522437723423,2.880351492779456
41,9.319762933421956,0,3,6,3,7.057036981697891,6.746536612784656
64,5.0,0,1,18,5,1.0986122886681098,2.14345363566705
39,9.319762933421956,1,1,18,2,1.0986122886681098,3.5095698273883493
39,10.0,0,3,20,2,3.044522437723423,3.138578531227875
41,10.0,1,3,22,5,14.567474138256744,7.694983431346045
45,7.0,0,3,16,5,1.0986122886681098,3.9799665264498487
15,9.319762933421956,1,1,11,5,1.0986122886681098,0.8926327900505234
67,6.0,1,1,7,5,13.920890773428058,8.906325084410783
18,10.0,0,3,18,5,0.6931471805599453,0.6972018316410274
33,10.0,0,3,26,5,0.6931471805599453,0.8971504888365925
23,10.0,0,1,17,5,0.6931471805599453,2.996632949479438
60,9.319762933421956,1,3,10,5,14.77911646197985,7.295107128037986
48,3.0,0,1,17,5,0.6931471805599453,1.1427265692188033
16,9.319762933421956,0,3,10,5,0.6931471805599453,0.7296390402896806
63,7.0,0,3,17,4,7.030857476116121,5.102326199158155
33,14.0,1,1,25,4,7.057036981697891,8.05221801046801
36,10.0,1,3,3,5,14.567459994958734,4.931548926951564
27,10.0,1,3,3,4,3.367295829986474,4.461294817547744
21,10.0,1,1,7,5,0.6931471805599453,11.917367238906968
31,12.0,0,2,24,2,3.044522437723423,3.0788862198154785
56,7.0,1,3,8,2,4.110873864173311,3.4383288490424713
24,10.0,1,4,20,2,3.044522437723423,2.5146349955900362
23,10.0,1,4,24,2,1.0986122886681098,3.3222119017288763
45,7.0,1,4,14,5,0.6931471805599453,7.4063611074921845
53,14.0,1,1,2,4,7.057036981697891,7.058718856502968
27,9.319762933421956,0,3,21,2,4.110873864173311,3.025629160531268
34,12.0,0,3,9,5,0.6931471805599453,1.1212219196675657
47,10.0,1,1,7,5,14.65756943308825,13.740503968565568
27,12.0,1,3,2,5,0.6931471805599453,6.3595139147102575
15,9.319762933421956,1,3,24,5,0.6931471805599453,1.3769768226707675
57,7.0,1,3,5,2,4.110873864173311,3.1072154059649786
26,10.0,0,4,17,5,0.6931471805599453,4.681334817664688
54,7.0,0,4,4,5,1.0986122886681098,1.195944233669651
65,12.0,0,3,8,4,7.034387929915503,7.05066560131194
50,10.0,1,3,3,4,7.030857476116121,6.1042573297767015
20,9.319762933421956,0,1,13,4,3.9318256327243257,2.3689212690989754
54,9.319762933421956,1,4,15,5,0.6931471805599453,9.22848693319789
28,10.0,1,1,13,5,14.159902068481465,8.288826702221138
58,7.0,1,1,23,5,13.920906972977711,13.808592347437639
28,10.0,0,3,18,5,0.6931471805599453,1.1775460425227324
73,10.0,1,4,25,5,1.0986122886681098,5.663107584166102
79,5.0,0,1,12,5,1.0986122886681098,1.1980894061979561
57,10.0,1,1,19,4,7.030857476116121,6.995173544603918
16,9.319762933421956,1,3,15,5,0.6931471805599453,0.7860669991931534
48,10.0,0,1,7,4,7.039660349862076,6.749483126484032
21,10.0,1,1,17,2,1.0986122886681098,3.118483828288903
37,13.0,0,1,6,4,7.048386408721883,6.931215687181277
57,9.319762933421956,1,3,24,5,1.0986122886681098,5.230410399935802
51,7.0,1,1,14,5,3.044522437723423,1.667368117141719
19,9.319762933421956,1,4,4,5,0.6931471805599453,5.463823431243031
40,9.319762933421956,0,1,19,4,7.039660349862076,6.874411042649582
45,10.0,0,2,6,4,7.048386408721883,6.400568050691561
53,9.319762933421956,1,3,18,5,12.2663301411405,7.754448500445679
22,10.0,1,3,17,5,0.6931471805599453,1.608870358454562
39,10.0,0,4,12,5,14.567459994958734,4.3147477013766204
44,12.0,1,3,24,4,3.044522437723423,7.004072654964598
29,10.0,1,3,22,0,3.044522437723423,6.506429991969737
23,10.0,1,1,1,2,3.044522437723423,3.03824633415387
34,7.0,1,3,4,5,0.6931471805599453,7.183034178214303
54,10.0,0,3,21,5,0.6931471805599453,5.460413015581895
31,7.0,1,4,15,2,3.9318256327243257,3.419748554991606
21,10.0,0,1,0,2,1.0986122886681098,2.4818367623650834
24,10.0,1,4,6,2,3.044522437723423,2.6727100856875694
23,9.319762933421956,0,1,1,5,1.0986122886681098,1.1628311923142953
27,9.319762933421956,0,3,7,4,7.023758954738443,4.711458840764055
36,10.0,1,2,7,5,13.929848555173182,5.699216177120774
38,7.0,1,4,9,5,0.6931471805599453,12.810187578928353
22,7.0,1,3,8,2,3.044522437723423,2.385980106672231
54,9.319762933421956,0,3,22,4,7.048386408721883,6.524027466938279
22,10.0,0,1,25,2,2.5649493574615367,3.327951361169032
52,7.0,1,3,17,5,14.29862227462265,3.7300052944103212
37,13.0,1,3,17,4,7.048386408721883,7.048200463066781
54,7.0,0,1,5,5,4.394449154672439,1.9573568769908454
27,7.0,1,3,9,5,14.657560816599132,4.219068117941916
64,7.0,0,2,1,5,0.6931471805599453,2.6585747899998875
46,7.0,1,3,14,5,3.713572066704308,6.045740189411101
42,7.0,1,1,3,5,14.7791126468256,11.37174155631546
28,9.319762933421956,1,4,18,4,1.0986122886681098,6.206021458598028
47,7.0,1,3,9,2,3.044522437723423,3.440611572159487
40,7.0,0,3,17,5,0.6931471805599453,0.9578000489808308
41,12.0,1,1,25,5,13.929848555173182,11.093461556152892
59,12.0,0,0,13,4,7.048386408721883,7.042749629267434
33,10.0,1,3,1,2,4.394449154672439,2.8693905243084465
24,10.0,0,3,24,2,3.044522437723423,1.9053797065209068
25,12.0,1,1,23,5,0.6931471805599453,11.368309939477848
40,13.0,1,0,25,4,7.057036981697891,7.045885320904343
44,9.319762933421956,0,4,14,4,3.9318256327243257,5.517774616168768
43,7.0,1,1,4,2,4.394449154672439,2.84276373977847
25,12.0,1,4,7,3,7.048386408721883,7.010609943784844
38,10.0,1,1,22,4,7.023758954738443,5.692558050128091
24,10.0,0,1,14,2,2.5649493574615367,3.5305333220528126
21,10.0,1,4,18,2,3.044522437723423,2.987447400787096
45,7.0,1,3,14,5,14.56746470941363,5.949674018950653
42,7.0,0,1,26,1,3.9318256327243257,2.683892070652504
15,7.0,0,3,21,5,1.0986122886681098,4.71592076858878
27,10.0,0,1,22,2,1.0986122886681098,1.7443181021619525
42,7.0,1,3,5,5,0.6931471805599453,1.5054346464434218
56,7.0,1,3,8,2,3.044522437723423,3.4383288490424713
48,10.0,1,1,20,2,1.0986122886681098,3.4026042501440763
42,9.319762933421956,0,3,14,5,3.9318256327243257,2.3731951058171608
53,12.0,0,3,12,4,7.048386408721883,7.003003497839532
27,10.0,1,4,22,2,3.044522437723423,2.1420878832701487
59,5.0,1,3,4,5,0.6931471805599453,1.0636821941478813
20,9.319762933421956,0,4,10,4,3.9318256327243257,3.8893011228774346
56,10.0,1,4,20,4,7.057036981697891,6.80567943147532
14,9.319762933421956,1,3,0,5,1.0986122886681098,1.0173812245962326
25,10.0,1,1,9,5,14.567455280481612,6.50142333231002
28,9.319762933421956,0,3,14,5,0.6931471805599453,0.9282665191356712
41,7.0,0,3,5,2,3.044522437723423,3.110953495051607
58,13.0,1,3,20,4,7.048386408721883,7.064974118693462
28,12.0,1,1,8,4,7.048386408721883,5.313163194250084
57,7.0,1,4,4,5,14.567450565982265,7.749823381547118
51,12.0,1,1,19,4,7.048386408721883,7.0395043406027344
36,11.0,0,3,23,4,7.030857476116121,3.9574727063006407
22,7.0,1,1,10,4,7.0825485693553,5.160649813544464
24,12.0,0,1,10,5,0.6931471805599453,1.8196463343043303
46,7.0,0,1,11,5,14.567459994958734,4.694139602863685
25,9.319762933421956,1,1,18,5,1.0986122886681098,2.479555262515673
45,12.0,0,4,9,4,7.039660349862076,6.657706198204828
46,10.0,1,3,14,4,7.076653815443951,6.078612590315535
41,13.0,0,1,21,4,7.048386408721883,7.060571636754528
38,12.0,0,1,14,4,7.039660349862076,6.549842808762072
61,12.0,1,4,24,5,14.567455280481612,1.3231027771435302
28,10.0,0,1,23,2,1.0986122886681098,1.9416761546985588
47,13.0,1,3,11,3,7.065613363597717,7.057830390867923
49,10.0,0,3,18,5,0.6931471805599453,1.2785862293359553
48,10.0,1,1,23,4,7.030857476116121,6.905420195672337
45,7.0,1,3,1,2,1.0986122886681098,3.0871745598829334
48,7.0,1,3,8,2,1.0986122886681098,4.012691473870902
32,10.0,0,3,5,5,0.6931471805599453,5.7883813327769005
56,10.0,1,3,3,5,14.567450565982265,11.34327496848315
62,12.0,0,3,12,4,7.030857476116121,7.04494143614995
46,10.0,0,3,5,4,3.9318256327243257,3.8539657235780918
43,8.0,1,3,17,5,0.6931471805599453,2.994171417227093
47,10.0,0,3,23,5,14.562734380802748,5.840696803224649
50,7.0,1,3,14,5,14.567455280481612,4.903369914220875
70,9.0,0,3,1,5,3.4339872044851463,2.943429731976964
51,12.0,0,1,15,4,3.713572066704308,7.04515301836998
43,10.0,0,3,9,2,2.5649493574615367,3.458698260241438
33,10.0,1,1,19,5,14.56272964399405,13.80585689484848
50,7.0,0,3,23,5,14.56272964399405,11.12179818895613
44,10.0,0,1,19,5,1.0986122886681098,5.65142318855741
59,7.0,1,1,17,5,14.567450565982265,3.9246552076229944
78,5.0,1,3,17,5,1.0986122886681098,0.9080436878572721
67,5.0,0,3,12,5,1.0986122886681098,0.9187048183591291
37,7.0,1,3,20,5,14.77911646197985,7.859049677316035
42,9.319762933421956,1,3,17,5,14.567459994958734,7.719114023128408
62,5.0,1,1,11,5,0.6931471805599453,1.3044608574917387
38,7.0,0,3,17,5,0.6931471805599453,0.748129792134408
52,9.319762933421956,1,3,18,4,3.044522437723423,7.595872250119834
50,7.0,1,4,24,5,1.0986122886681098,3.5806226517103483
47,12.0,0,1,1,4,7.030857476116121,6.99473762767097
38,10.0,0,4,1,2,3.044522437723423,2.475985762663343
53,10.0,1,3,12,0,14.562724907162917,8.06211712026693
31,10.0,0,3,8,2,3.044522437723423,3.1749093786372202
41,12.0,0,3,2,4,7.039660349862076,6.927341253494842
47,7.0,1,1,20,5,3.044522437723423,3.794098015596085
24,10.0,0,1,1,5,0.6931471805599453,1.0208337227653197
19,8.0,1,4,18,5,0.6931471805599453,2.2155055600970517
58,10.0,1,3,4,4,7.039660349862076,5.3347477323721035
50,7.0,1,4,17,2,3.044522437723423,2.742964393500783
55,10.0,1,3,26,5,14.567474138256744,11.399036995034974
45,7.0,0,3,17,5,0.6931471805599453,1.153062857822195
51,10.0,0,3,4,4,7.030857476116121,2.9382689337450016
55,12.0,0,3,10,4,7.090909822079984,7.041163227162156
54,10.0,0,3,17,5,0.6931471805599453,2.8799427477601074
51,9.319762933421956,1,1,24,4,7.065613363597717,10.316223136815797
25,10.0,1,3,1,5,3.044522437723423,2.638289322431811
55,13.0,0,3,22,4,7.039660349862076,7.051810432935924
19,12.0,0,3,13,2,3.713572066704308,2.585680301231051
53,7.0,1,2,22,5,0.6931471805599453,9.30049092509664
58,9.319762933421956,1,3,12,5,14.567450565982265,11.170850347217176
32,13.0,0,1,13,4,7.0925737159746784,7.004138758592564
39,12.0,0,1,13,4,7.057036981697891,7.006956181440881
69,10.0,1,3,17,5,14.567455280481612,2.500200421391522
41,10.0,0,1,26,2,3.044522437723423,2.930410419260056
53,2.0,0,1,14,5,3.044522437723423,0.9871699388299036
71,5.0,0,1,19,1,3.044522437723423,3.410924646696791
21,12.0,0,1,26,2,3.044522437723423,2.771402576850359
20,12.0,1,3,6,2,1.0986122886681098,2.737336579894645
28,9.319762933421956,0,3,17,2,3.044522437723423,2.3291700551998518
50,7.0,0,3,14,5,0.6931471805599453,0.925972591963043
16,9.319762933421956,0,1,10,2,4.110873864173311,2.780078342677228
64,9.0,1,1,11,2,3.044522437723423,2.588365538834391
35,10.0,1,3,1,5,0.6931471805599453,2.667746611656322
55,10.0,1,3,2,5,14.567455280481612,11.091562808002356
26,10.0,0,1,4,5,0.6931471805599453,1.243266857737891
40,7.0,0,3,2,1,1.0986122886681098,2.92605479118957
21,10.0,1,1,1,2,2.4849066497880004,3.7148138263727377
17,9.319762933421956,0,3,7,2,4.110873864173311,3.686481450856971
52,13.0,0,3,26,4,7.057036981697891,7.014574634857152
20,9.319762933421956,0,3,26,4,2.5649493574615367,3.3551075300491275
47,7.0,1,3,17,5,0.6931471805599453,1.8074563230530714
46,10.0,0,3,5,2,4.442651256490317,2.922206865063643
27,7.0,1,3,3,5,1.0986122886681098,13.70236796238321
56,10.0,0,1,2,1,3.044522437723423,2.916324245687644
21,9.319762933421956,0,3,10,4,3.044522437723423,3.712704471541281
31,10.0,0,3,18,2,3.044522437723423,2.247996550043449
34,7.0,0,3,14,5,0.6931471805599453,0.9328581146157127
29,7.0,1,3,24,5,0.6931471805599453,3.1156770669448157
30,13.0,0,3,5,4,3.044522437723423,6.400236049003952
48,12.0,0,1,13,5,0.6931471805599453,2.019492262304745
48,7.0,1,3,16,2,3.044522437723423,2.5685705045837897
56,5.0,0,1,7,5,1.0986122886681098,2.635930707425996
22,10.0,0,4,1,4,3.044522437723423,2.5055507349523483
31,14.0,0,1,7,0,14.562743854352831,3.955355064344327
40,9.319762933421956,1,3,17,5,0.6931471805599453,3.319934738887805
37,10.0,0,1,14,1,3.044522437723423,4.903758157096233
35,10.0,0,3,14,5,1.0986122886681098,1.4671441235568914
28,10.0,1,3,17,0,3.044522437723423,4.217770914394987
49,7.0,0,3,9,5,0.6931471805599453,0.8965332965805207
52,5.0,0,3,4,5,1.0986122886681098,0.8051712453010812
56,7.0,0,1,17,5,0.6931471805599453,2.105358043632813
18,10.0,0,4,6,5,0.6931471805599453,0.9786476857230381
19,10.0,1,3,22,4,3.044522437723423,2.8899087790558253
27,12.0,1,3,2,5,3.713572066704308,6.3595139147102575
61,13.0,0,1,13,4,7.057036981697891,7.045988000912223
21,9.319762933421956,0,1,13,2,3.044522437723423,2.976451650111482
51,7.0,0,1,23,5,14.567459994958734,12.27686141906195
53,9.319762933421956,0,3,3,5,3.9318256327243257,8.23569325519014
56,10.0,0,3,4,2,3.044522437723423,1.7656093128789834
67,9.319762933421956,0,4,17,5,1.0986122886681098,8.004657311720656
20,7.0,1,1,14,2,1.0986122886681098,3.0421644688041294
29,12.0,1,3,17,2,1.0986122886681098,3.06210684755111
49,9.319762933421956,1,3,8,2,3.044522437723423,2.5709714604698695
33,13.0,0,1,26,4,7.048386408721883,4.7261298024696785
43,14.0,0,1,6,4,7.048386408721883,7.056862914954504
20,7.0,0,1,21,5,14.567450565982265,9.17560837873576
41,7.0,1,3,14,5,0.6931471805599453,2.7274720082307033
62,7.0,1,1,19,5,14.562748591094222,14.201396568390255
50,3.0,1,2,5,1,1.0986122886681098,3.2959253373060067
52,10.0,1,3,0,4,7.030857476116121,6.651164593454002
39,10.0,1,1,13,5,14.775294018770436,5.057488858553359
46,7.0,0,3,14,5,1.0986122886681098,0.7134204359653542
55,15.0,0,1,14,4,1.0986122886681098,7.018861327173024
37,10.0,1,4,26,5,14.567459994958734,7.787189614238401
33,9.319762933421956,1,3,16,2,3.9318256327243257,3.102886517514134
56,7.0,1,1,12,5,14.567456223378814,13.575994797853777
32,10.0,1,3,26,5,0.6931471805599453,2.536170605689965
33,7.0,1,3,20,5,0.6931471805599453,5.043376188460872
54,10.0,1,4,4,5,0.6931471805599453,6.253269695945758
24,7.0,0,1,14,2,1.0986122886681098,4.806691551532438
58,12.0,1,4,21,4,7.039660349862076,7.043918515724092
51,10.0,0,3,3,4,7.057036981697891,5.034196065369716
49,10.0,1,1,16,3,7.048386408721883,6.916780767497677
22,9.319762933421956,1,4,1,2,3.044522437723423,2.518311330901241
51,10.0,1,1,17,2,4.394449154672439,3.568204670982043
29,9.319762933421956,0,1,17,2,3.044522437723423,2.784077601092646
56,7.0,0,3,17,5,1.0986122886681098,1.2998713874977097
52,13.0,1,3,16,4,7.065613363597717,7.046158325482391
37,7.0,1,3,7,2,3.044522437723423,2.9884161102945375
36,12.0,0,3,21,4,7.030857476116121,7.016126678182478
20,10.0,0,3,21,2,3.713572066704308,3.7459467930461248
18,9.319762933421956,1,3,9,5,0.6931471805599453,2.700301730585358
25,10.0,0,3,14,5,0.6931471805599453,0.8597836860612554
22,7.0,1,3,7,2,3.044522437723423,1.273025772427858
26,7.0,1,3,15,5,0.6931471805599453,11.179141743845253
42,7.0,1,3,10,5,3.044522437723423,5.96666693031435
23,10.0,0,3,5,2,3.044522437723423,2.606954377509821
34,10.0,1,3,5,5,0.6931471805599453,2.859877285700571
42,10.0,1,3,9,0,3.044522437723423,11.373850814408549
62,5.0,1,3,25,2,3.9318256327243257,3.7983233414729027
53,10.0,0,1,15,2,3.9889840465642745,2.9228357153473774
35,7.0,1,1,5,5,13.920870973622096,11.44697570599679
55,10.0,0,3,1,2,3.9318256327243257,2.733071989669014
38,9.319762933421956,1,3,15,4,7.074116816197362,7.0468847914187505
55,12.0,0,1,8,4,7.065613363597717,6.929966523493258
59,9.319762933421956,0,3,9,5,14.65758235768272,6.074000289223082
65,9.319762933421956,0,3,21,5,3.9318256327243257,4.528137712595843
67,10.0,0,2,13,5,1.0986122886681098,3.037893346040878
59,9.319762933421956,1,3,5,5,14.562724907162917,11.49206332674669
66,7.0,0,3,4,5,1.0986122886681098,7.3306609155418565
28,10.0,0,0,23,2,3.9318256327243257,1.739300796744517
63,5.0,1,3,14,5,1.0986122886681098,1.6120896971553327
34,12.0,0,1,16,4,7.048386408721883,6.732679323818911
54,7.0,0,3,9,5,12.355018374500409,10.734505462629185
46,11.0,1,3,22,2,3.044522437723423,2.3389138779164584
69,9.319762933421956,1,1,18,2,3.044522437723423,3.363212316900288
41,10.0,0,3,18,2,3.044522437723423,3.0424094948298004
30,10.0,1,1,4,5,0.6931471805599453,3.3830100598609034
72,13.0,0,1,19,5,1.0986122886681098,0.985945884824316
51,7.0,1,4,16,5,14.699737083691971,3.182439707085192
35,10.0,0,3,26,4,1.0986122886681098,6.465940818508366
43,7.0,1,3,3,5,14.56272964399405,9.288805610710556
42,12.0,0,3,2,4,7.030857476116121,7.043883351142119
16,9.319762933421956,0,3,6,5,0.6931471805599453,1.0486049253347685
22,10.0,1,4,2,4,3.044522437723423,2.9604319705591298
26,10.0,0,1,13,2,3.044522437723423,2.167941656697562
64,7.0,1,3,21,5,14.567450565982265,14.140631838430407
26,10.0,0,4,7,2,3.80666248977032,3.1192301883230873
27,10.0,1,3,24,2,3.713572066704308,2.2503674650010512
57,7.0,1,1,5,0,14.562743854352831,9.473230782738092
50,7.0,0,1,25,5,1.0986122886681098,5.170649213271543
23,10.0,0,3,16,1,3.044522437723423,2.988960517645114
26,10.0,1,3,14,5,1.0986122886681098,2.4008263472052707
50,7.0,1,1,19,5,14.562748591094222,10.795992575621867
35,10.0,1,3,25,2,4.262679877041316,2.5220922812277546
49,10.0,0,3,12,5,0.6931471805599453,2.8489823383879775
36,12.0,1,0,25,5,3.9318256327243257,7.337985577696128
61,10.0,0,3,14,4,7.030857476116121,5.583849210719845
52,13.0,1,3,2,4,7.048386408721883,7.054506779576299
18,7.0,1,1,9,5,0.6931471805599453,2.2534758114848366
43,10.0,0,3,22,4,7.048386408721883,5.375278425596553
23,10.0,1,3,4,2,1.0986122886681098,3.0129583581425594
63,5.0,0,2,10,5,0.6931471805599453,0.942223763674226
58,10.0,1,3,10,2,3.9889840465642745,3.135752744207332
62,11.0,1,3,5,4,7.039660349862076,6.8656586965127735
53,7.0,0,3,24,1,1.0986122886681098,3.0947742230385997
36,10.0,1,3,8,2,4.110873864173311,3.2138332657247344
59,12.0,0,4,26,5,3.9318256327243257,6.280295631590633
25,12.0,0,3,25,2,3.044522437723423,2.5016981186301748
43,7.0,0,1,12,5,0.6931471805599453,9.517265644964773
64,7.0,0,3,4,5,0.6931471805599453,5.020506747171786
46,10.0,0,3,22,4,7.065613363597717,4.547090060461057
52,10.0,1,3,3,5,14.567474138256744,11.435581021211014
21,9.319762933421956,1,1,0,4,7.039660349862076,3.8694855339026173
54,12.0,0,1,15,5,1.6094379124341005,2.62108481421539
47,7.0,0,3,11,2,3.044522437723423,3.2042908880830607
25,10.0,0,3,12,5,1.0986122886681098,0.7945134575869865
45,10.0,0,3,1,1,3.044522437723423,2.4783544247577125
26,9.319762933421956,0,3,17,5,0.6931471805599453,0.823422665937935
34,10.0,0,3,24,5,0.6931471805599453,0.9695681910471131
56,9.319762933421956,1,3,26,5,14.56746470941363,13.863404713015605
53,7.0,0,3,1,1,1.0986122886681098,2.677983092522541
29,10.0,0,3,15,1,3.044522437723423,2.5953947528774126
17,10.0,1,3,17,5,1.0986122886681098,0.9699253864994941
32,10.0,1,3,24,5,14.567450565982265,3.1979942342055963
48,9.319762933421956,0,4,14,2,4.394449154672439,3.2781790016626142
58,12.0,0,1,1,4,7.039660349862076,7.0453342580990155
81,13.0,1,1,7,5,14.567459994958734,5.821891028870458
65,7.0,1,4,13,4,7.048386408721883,6.93153238566662
17,9.319762933421956,1,3,26,2,3.044522437723423,2.925645489374765
24,10.0,1,4,0,2,1.0986122886681098,3.428255556508315
43,12.0,1,3,0,4,7.048386408721883,7.044730835812942
18,9.319762933421956,1,3,13,2,4.394449154672439,3.6167497433187963
40,10.0,1,4,4,2,3.044522437723423,1.9277100279938952
49,7.0,0,4,26,4,7.039660349862076,5.0290555888377915
59,7.0,1,4,15,5,14.657560816599132,9.600238116346858
37,10.0,1,3,14,5,0.6931471805599453,3.2088236812687922
53,7.0,0,1,7,1,3.044522437723423,2.8940248267293622
53,7.0,1,3,2,2,1.0986122886681098,2.782192747232037
63,10.0,1,3,18,5,1.0986122886681098,10.152431652254693
50,7.0,1,1,19,5,14.567455280481612,10.795992575621867
43,12.0,0,1,19,4,7.039660349862076,7.042429684101441
33,12.0,0,3,22,2,3.044522437723423,3.0301352453155674
52,12.0,0,3,10,4,7.039660349862076,7.046427236527319
44,10.0,0,4,7,5,0.6931471805599453,2.4856304207656312
43,10.0,0,3,7,5,0.6931471805599453,2.0087106498966207
30,11.0,1,4,16,5,14.567450565982265,10.779458619557559
76,12.0,1,1,9,4,7.048386408721883,6.578626097930765
23,10.0,0,3,25,1,3.044522437723423,2.6052015839220286
41,10.0,0,3,6,2,3.044522437723423,3.100738322908193
32,10.0,1,1,7,5,3.044522437723423,12.504697188649663
41,12.0,1,1,15,4,7.057036981697891,7.0578982420226275
43,7.0,1,1,15,5,14.567455280481612,13.697611817006294
28,7.0,1,3,0,5,14.657560816599132,3.9394652906790752
43,7.0,0,3,12,5,0.6931471805599453,2.9492609204272866
45,13.0,0,3,3,4,7.039660349862076,7.044879887567773
19,10.0,1,3,2,2,2.5649493574615367,3.0222021160438843
35,10.0,0,1,12,4,7.030857476116121,5.191615260718792
56,13.0,0,3,3,4,7.057036981697891,7.049097719606385
22,10.0,1,3,9,5,0.6931471805599453,1.519180235387898
39,12.0,0,3,6,2,4.060443010546419,2.4525105335418327
54,7.0,0,3,23,5,14.562734380802748,7.315474352526426
57,12.0,0,1,5,4,7.048386408721883,7.014198538800679
19,10.0,1,3,9,5,0.6931471805599453,3.1617579653549757
20,9.319762933421956,0,3,15,5,0.6931471805599453,1.0025141563538595
18,10.0,0,1,11,4,3.9318256327243257,3.5016902403924206
25,9.319762933421956,0,3,6,2,16.213406285307997,1.7868408351969434
35,10.0,1,1,12,2,3.713572066704308,3.7805623658958583
16,9.319762933421956,0,4,7,5,0.6931471805599453,2.3842265227224626
50,3.0,1,3,17,5,0.6931471805599453,0.8104390680078485
41,7.0,0,3,17,5,0.6931471805599453,0.9986127128923198
32,9.319762933421956,0,1,13,5,0.6931471805599453,4.792401531523448
31,14.0,0,3,18,4,7.039660349862076,6.981453364553911
55,10.0,1,3,22,5,14.094006315128652,12.359640217122912
54,10.0,1,1,21,1,3.044522437723423,2.186335634482138
26,10.0,1,1,5,2,3.044522437723423,3.529569565503304
15,9.319762933421956,1,3,24,5,1.0986122886681098,1.3769768226707675
45,12.0,1,3,26,4,7.030857476116121,7.054004544987492
19,10.0,1,3,22,5,3.713572066704308,1.6716015222217595
28,10.0,0,4,18,2,2.5649493574615367,2.808386493378661
26,10.0,1,3,18,5,0.6931471805599453,1.7677729335257901
65,12.0,0,1,22,4,7.039660349862076,7.054780296741883
41,13.0,0,1,6,5,1.0986122886681098,4.022245141540929
29,10.0,0,1,0,5,0.6931471805599453,1.0567480845813078
50,7.0,1,3,7,5,13.929857474697664,11.46126336201291
67,10.0,1,4,26,5,0.6931471805599453,10.001821183051787
50,10.0,0,3,26,4,7.039660349862076,5.507721805621083
42,11.0,0,3,6,1,2.5649493574615367,2.6311722643800626
46,12.0,0,3,22,4,7.048386408721883,7.035226463433155
34,12.0,0,4,24,4,2.5649493574615367,4.781800832253869
23,7.0,0,3,15,5,0.6931471805599453,1.3645118087469217
46,12.0,0,3,15,5,0.6931471805599453,2.0193502191404447
20,10.0,1,3,24,2,3.044522437723423,3.058130949308613
35,10.0,1,3,3,2,1.6094379124341005,1.6534784678568781
14,9.319762933421956,0,3,3,5,0.6931471805599453,0.7190969474788684
24,10.0,0,3,9,2,3.044522437723423,3.074117441986905
59,12.0,1,3,25,4,7.048386408721883,7.050997476183142
16,9.319762933421956,0,4,6,5,1.0986122886681098,1.0314402357581895
57,12.0,1,1,23,3,7.057036981697891,7.058285301346254
20,10.0,0,3,14,5,0.6931471805599453,1.4857914757424817
76,4.0,1,4,15,4,7.039660349862076,5.236009517389275
40,13.0,0,1,20,4,7.048386408721883,7.0614505336650915
61,5.0,0,3,5,5,1.0986122886681098,1.8137956818410281
27,10.0,0,3,6,2,3.044522437723423,2.8722700883563292
19,10.0,1,3,20,3,7.094234845924755,6.564985146178853
48,7.0,1,1,19,5,14.562753327813173,14.468975408178812
40,7.0,0,1,16,2,3.044522437723423,2.6194383754195747
42,10.0,0,3,4,2,3.044522437723423,3.038113521856133
61,10.0,0,3,16,2,3.044522437723423,2.8867087148793393
44,10.0,0,3,5,5,1.0986122886681098,1.8246514795260598
39,7.0,1,1,16,5,14.782916748414127,9.58689935346854
33,7.0,1,3,9,5,14.567450565982265,3.4947248155663733
39,9.319762933421956,1,1,21,4,7.048386408721883,6.404169272242613
41,7.0,1,4,21,5,14.562743854352831,13.636136582209744
22,7.0,1,3,14,2,3.044522437723423,3.0210226614299676
36,10.0,0,3,17,5,0.6931471805599453,0.9485901986680884
23,10.0,0,3,14,5,0.6931471805599453,0.8313528588379571
31,10.0,0,4,0,1,3.044522437723423,3.0875259039267244
54,9.319762933421956,0,3,22,1,3.044522437723423,3.002546450424036
29,10.0,0,1,23,5,0.6931471805599453,4.4627012354694005
44,7.0,0,3,18,1,1.0986122886681098,3.7617737456281644
17,9.319762933421956,0,4,3,5,1.0986122886681098,0.6992291571815683
56,13.0,0,1,22,4,7.057036981697891,7.0461844187623
47,10.0,0,3,16,5,0.6931471805599453,2.570165286465251
54,7.0,0,3,24,5,14.567468480961542,1.333695320172551
42,10.0,0,3,21,5,3.044522437723423,2.2123321454036775
57,7.0,1,3,24,2,3.044522437723423,3.198191446373831
44,7.0,1,3,14,5,0.6931471805599453,2.4863608298823605
35,10.0,0,3,17,1,1.0986122886681098,3.207766316067621
34,9.319762933421956,0,3,18,5,1.0986122886681098,0.7296390402896806
52,10.0,0,3,16,4,7.065613363597717,3.7213602769864207
66,3.0,1,1,1,5,0.6931471805599453,1.2071567471952458
83,5.0,0,1,19,5,1.0986122886681098,1.2142113969367103
15,9.319762933421956,0,3,24,5,0.6931471805599453,0.9607905649981454
36,7.0,0,3,1,1,3.044522437723423,3.6862939357530173
